name,sex,age,height,weight,team,year,city,sport,event,medal
Margarita Sergeyevna Aliychuk,F,17,174,48,Russia,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
Mads Christian Kruse Andersen,M,30,187,75,Denmark,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
Carmelo Kyan Anthony,M,24,203,109,United States,2008,Beijing,Basketball,Basketball Men's Basketball,Gold
Aaron Nigel Armstrong,M,30,173,70,Trinidad and Tobago,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Kristin Ann Armstrong (-Savola),F,34,173,58,United States,2008,Beijing,Cycling,Cycling Women's Individual Time Trial,Gold
Andrey Nikolayevich Aryamnov,M,20,172,105,Belarus,2008,Beijing,Weightlifting,Weightlifting Men's Heavyweight,Gold
Thomas John Mitchell "Tom" Ashley,M,24,188,70,New Zealand,2008,Beijing,Sailing,Sailing Men's Windsurfer,Gold
Seimone Delicia Augustus,F,24,183,74,United States,2008,Beijing,Basketball,Basketball Women's Basketball,Gold
Sarah Lianne Ayton (-Dempsey),F,28,167,63,Great Britain,2008,Beijing,Sailing,Sailing Women's Three Person Keelboat,Gold
Angie Lee Bainbridge,F,18,181,67,Australia,2008,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
Lloy James Ball,M,36,203,95,United States,2008,Beijing,Volleyball,Volleyball Men's Volleyball,Gold
ver Maximiliano David Banega,M,20,175,73,Argentina,2008,Beijing,Football,Football Men's Football,Gold
Bronte Amelia Arnold Barratt,F,19,171,59,Australia,2008,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
Mavlet Alavdinovich Batyrov,M,24,160,60,Russia,2008,Beijing,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold
Kenenisa Bekele Beyecha,M,26,165,56,Ethiopia,2008,Beijing,Athletics,"Athletics Men's 5,000 metres",Gold
Kenenisa Bekele Beyecha,M,26,165,56,Ethiopia,2008,Beijing,Athletics,"Athletics Men's 10,000 metres",Gold
Tibor Benedek,M,36,190,96,Hungary,2008,Beijing,Water Polo,Water Polo Men's Water Polo,Gold
Richard "Ricky" Berens,M,20,188,93,United States,2008,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Alain Andr Louis Edmond Bernard,M,25,196,90,France,2008,Beijing,Swimming,Swimming Men's 100 metres Freestyle,Gold
Sebastian Friedrich Felix Biederlack,M,26,176,73,Germany,2008,Beijing,Hockey,Hockey Men's Hockey,Gold
Abhinav Bindra,M,25,173,70,India,2008,Beijing,Shooting,"Shooting Men's Air Rifle, 10 metres",Gold
Suzanne Brigit "Sue" Bird,F,27,175,66,United States,2008,Beijing,Basketball,Basketball Women's Basketball,Gold
Pter Biros,M,32,196,102,Hungary,2008,Beijing,Water Polo,Water Polo Men's Water Polo,Gold
Ole Bischof,M,28,180,81,Germany,2008,Beijing,Judo,Judo Men's Half-Middleweight,Gold
Leszek Robert Blanik,M,31,163,64,Poland,2008,Beijing,Gymnastics,Gymnastics Men's Horse Vault,Gold
Keston Bledman,M,20,180,88,Trinidad and Tobago,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Aleksandr Viktorovich Bogdanovich,M,26,191,97,Belarus,2008,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
Andrey Viktorovich Bogdanovich,M,20,193,87,Belarus,2008,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
Usain St. Leo Bolt,M,21,196,95,Jamaica,2008,Beijing,Athletics,Athletics Men's 100 metres,Gold
Usain St. Leo Bolt,M,21,196,95,Jamaica,2008,Beijing,Athletics,Athletics Men's 200 metres,Gold
Bong Jung-Keun,M,28,190,95,South Korea,2008,Beijing,Baseball,Baseball Men's Baseball,Gold
Minke Gertine Booij,F,31,163,57,Netherlands,2008,Beijing,Hockey,Hockey Women's Hockey,Gold
"Carlos Austin Boozer, Jr.",M,26,206,117,United States,2008,Beijing,Basketball,Basketball Men's Basketball,Gold
Valeriy Viktorovich Borchin,M,21,178,63,Russia,2008,Beijing,Athletics,Athletics Men's 20 kilometres Walk,Gold
Christopher Wesson "Chris" Bosh,M,24,208,104,United States,2008,Beijing,Basketball,Basketball Men's Basketball,Gold
Shannon Leigh Boxx,F,31,172,67,United States,2008,Beijing,Football,Football Women's Football,Gold
Svetlana Anatolyevna Boyko,F,36,180,63,Russia,2008,Beijing,Fencing,"Fencing Women's Foil, Team",Gold
Jules Timothy "Tim" Brabants,M,31,189,88,Great Britain,2008,Beijing,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold
Karoline Charlotte Dyhre Breivang,F,28,172,NA,Norway,2008,Beijing,Handball,Handball Women's Handball,Gold
Scott Michael Brennan,M,25,193,89,Australia,2008,Beijing,Rowing,Rowing Men's Double Sculls,Gold
Stephanie Karenmonica Brown-Trafton,F,28,193,100,United States,2008,Beijing,Athletics,Athletics Women's Discus Throw,Gold
Kobe Bean Bryant,M,29,198,100,United States,2008,Beijing,Basketball,Basketball Men's Basketball,Gold
Rachel Marie Buehler (-Van Hollebeke),F,22,165,65,United States,2008,Beijing,Football,Football Women's Football,Gold
Wilfred Kipkemboi Bungei,M,28,172,60,Kenya,2008,Beijing,Athletics,Athletics Men's 800 metres,Gold
Diego Mario Buonanotte Rende,M,20,160,49,Argentina,2008,Beijing,Football,Football Men's Football,Gold
Cdric Burdet,M,33,195,98,France,2008,Beijing,Handball,Handball Men's Handball,Gold
Marc Burns,M,25,183,91,Trinidad and Tobago,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
James Andrew Byrnes,M,25,200,93,Canada,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Gold
Frederike Jacobie "Mieke" Cabout,F,22,182,70,Netherlands,2008,Beijing,Water Polo,Water Polo Women's Water Polo,Gold
Erin Jane Cafaro (-McKenzie),F,25,175,73,United States,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
Chiara Cainero,F,30,171,81,Italy,2008,Beijing,Shooting,Shooting Women's Skeet,Gold
Emmanuel Earl Callender,M,24,189,86,Trinidad and Tobago,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Roberto Cammarelle,M,28,190,101.5,Italy,2008,Beijing,Boxing,Boxing Men's Super-Heavyweight,Gold
Veronica Angella Campbell-Brown,F,26,168,58,Jamaica,2008,Beijing,Athletics,Athletics Women's 200 metres,Gold
Fabian Cancellara,M,27,186,81,Switzerland,2008,Beijing,Cycling,Cycling Men's Individual Time Trial,Gold
Cao Lei,F,24,168,75,China,2008,Beijing,Weightlifting,Weightlifting Women's Heavyweight,Gold
Nadine Capellmann (-Biffar-),F,43,166,51,Elvis Va,2008,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
Carolina "Carol" Demartini de Albuquerque,F,31,182,76,Brazil,2008,Beijing,Volleyball,Volleyball Women's Volleyball,Gold
Tamika Devonne Catchings,F,29,185,77,United States,2008,Beijing,Basketball,Basketball Women's Basketball,Gold
Henry Carlos Cejudo,M,21,165,55,United States,2008,Beijing,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
Rakhim Ruslanovich Chakhkiyev,M,25,183,91,Russia,2008,Beijing,Boxing,Boxing Men's Heavyweight,Gold
Lori Christine Chalupny,F,24,163,61,United States,2008,Beijing,Football,Football Women's Football,Gold
Anne-Caroline Stphanie Chausson,F,30,172,64,France,2008,Beijing,Cycling,Cycling Women's BMX,Gold
Chen Ruolin,F,15,160,47,China,2008,Beijing,Diving,Diving Women's Platform,Gold
Chen Ruolin,F,15,160,47,China,2008,Beijing,Diving,Diving Women's Synchronized Platform,Gold
Chen Xiexia,F,25,152,49,China,2008,Beijing,Weightlifting,Weightlifting Women's Flyweight,Gold
Chen Yanqing,F,29,158,58,China,2008,Beijing,Weightlifting,Weightlifting Women's Lightweight,Gold
Chen Yibing,M,23,160,58,China,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Gold
Chen Yibing,M,23,160,58,China,2008,Beijing,Gymnastics,Gymnastics Men's Rings,Gold
Chen Ying,F,30,164,67,China,2008,Beijing,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Gold
Lauren Nicole Cheney (-Holiday),F,20,173,70,United States,2008,Beijing,Football,Football Women's Football,Gold
Cheng Fei,F,20,152,43,China,2008,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Gold
Yuliya Igorevna Chermoshanskaya,F,22,174,66,Russia,2008,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Choi Min-Ho,M,27,163,65,South Korea,2008,Beijing,Judo,Judo Men's Extra-Lightweight,Gold
Csar Augusto Cielo Filho,M,21,195,80,Brazil,2008,Beijing,Swimming,Swimming Men's 50 metres Freestyle,Gold
Edward "Ed" Clancy,M,23,185,79,Great Britain,2008,Beijing,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Bryan Ezra Tsumoru Clay,M,28,180,83,United States,2008,Beijing,Athletics,Athletics Men's Decathlon,Gold
Kerron Stephon Clement,M,22,188,86,United States,2008,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Nicole Denise Cooke,F,25,167,58,Great Britain,2008,Beijing,Cycling,"Cycling Women's Road Race, Individual",Gold
Natalie Anne Coughlin (-Hall),F,25,173,63,United States,2008,Beijing,Swimming,Swimming Women's 100 metres Backstroke,Gold
Kirsty Leigh Coventry (-Seward),F,24,176,64,Zimbabwe,2008,Beijing,Swimming,Swimming Women's 200 metres Backstroke,Gold
Stephanie Renee Cox (Lopez-),F,22,168,61,United States,2008,Beijing,Football,Football Women's Football,Gold
Sal Craviotto Rivero,M,23,192,98,Spain,2008,Beijing,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Gold
David William Crawshay,M,28,191,89,Australia,2008,Beijing,Rowing,Rowing Men's Double Sculls,Gold
Ian Lowell Crocker,M,25,193,86,United States,2008,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Juan Esteban Curuchet,M,43,175,65,Argentina,2008,Beijing,Cycling,Cycling Men's Madison,Gold
Phillip Peter "Phil" Dalhausser,M,28,206,93,United States-1,2008,Beijing,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Gold
Georgeta Damian-Andrunache,F,32,178,75,Romania,2008,Beijing,Rowing,Rowing Women's Coxless Pairs,Gold
Lara Shiree Davenport,F,24,174,63,Australia,2008,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
Caryn Davies,F,26,193,82,United States,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
Anastasiya Semyonovna Davydova,F,25,170,54,Russia,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
Anastasiya Semyonovna Davydova,F,25,170,54,Russia,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
Danille de Bruijn,F,30,172,68,Netherlands,2008,Beijing,Water Polo,Water Polo Women's Water Polo,Gold
Eva Roma Maria de Goede,F,19,170,61,Netherlands,2008,Beijing,Hockey,Hockey Women's Hockey,Gold
Lisanne Freya de Roever,F,29,172,58,Netherlands,2008,Beijing,Hockey,Hockey Women's Hockey,Gold
James Frederick DeGale,M,22,183,76,Great Britain,2008,Beijing,Boxing,Boxing Men's Middleweight,Gold
Inge Dekker,F,22,183,67,Netherlands,2008,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Yelena Vyacheslavovna Dementyeva (-Afinogenova),F,26,180,64,Russia,2008,Beijing,Tennis,Tennis Women's Singles,Gold
Deng Linlin,F,16,144,34,China,2008,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Gold
ngel Fabin Di Mara Hernndez,M,20,167,55,Argentina,2008,Beijing,Football,Football Men's Football,Gold
Flix Manuel Daz Guzmn,M,24,165,66,Dominican Republic,2008,Beijing,Boxing,Boxing Men's Light-Welterweight,Gold
Tirunesh Dibaba Keneni,F,23,166,50,Ethiopia,2008,Beijing,Athletics,"Athletics Women's 5,000 metres",Gold
Tirunesh Dibaba Keneni,F,23,166,50,Ethiopia,2008,Beijing,Athletics,"Athletics Women's 10,000 metres",Gold
Andreas Dibowski,M,42,181,73,Germany,2008,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Wieke Elisabeth Henritte Dijkstra,F,24,162,57,Netherlands,2008,Beijing,Hockey,Hockey Women's Hockey,Gold
Didier Dominique Dinart,M,31,197,104,France,2008,Beijing,Handball,Handball Men's Handball,Gold
Constantina Di-Tomescu,F,38,160,48,Romania,2008,Beijing,Athletics,Athletics Women's Marathon,Gold
Nataliya Volodymyrivna Dobrynska,F,26,182,70,Ukraine,2008,Beijing,Athletics,Athletics Women's Heptathlon,Gold
Natasa Douchev-Janics,F,26,174,68,Hungary,2008,Beijing,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
Du Jing,F,24,170,70,China-1,2008,Beijing,Badminton,Badminton Women's Doubles,Gold
Du Li,F,26,170,55,China,2008,Beijing,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Gold
Alina Alexandra Dumitru (-Croitoru),F,25,158,48,Romania,2008,Beijing,Judo,Judo Women's Extra-Lightweight,Gold
Rumyana Dimitrova Dzhadzharova-Neykova,F,35,177,77,Bulgaria,2008,Beijing,Rowing,Rowing Women's Single Sculls,Gold
Eskild Balschmidt Ebbesen,M,36,185,75,Denmark,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
Thomas Ebert,M,35,184,72,Denmark,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
Fernando Echavarri Erasum,M,35,180,76,Spain,2008,Beijing,Sailing,Sailing Mixed Multihull,Gold
"Walton Glenn Eller, III",M,26,188,82,United States,2008,Beijing,Shooting,Shooting Men's Double Trap,Gold
Naho Emoto,F,22,171,74,Japan,2008,Beijing,Softball,Softball Women's Softball,Gold
Enkhbatyn Badar-Uugan,M,23,172,54,Mongolia,2008,Beijing,Boxing,Boxing Men's Bantamweight,Gold
Mara del Rosario Espinoza Espinoza,F,20,173,70,Mexico,2008,Beijing,Taekwondo,Taekwondo Women's Heavyweight,Gold
Caroline Frances Evers-Swindell (-Meyer),F,29,178,76,New Zealand,2008,Beijing,Rowing,Rowing Women's Double Sculls,Gold
Georgina Emma Buchanan Evers-Swindell (-Earl),F,29,178,78,New Zealand,2008,Beijing,Rowing,Rowing Women's Double Sculls,Gold
Nelson vora,M,24,183,76,Portugal,2008,Beijing,Athletics,Athletics Men's Triple Jump,Gold
Fabiana "Fabi" Alvim de Oliveira,F,28,169,59,Brazil,2008,Beijing,Volleyball,Volleyball Women's Volleyball,Gold
Fabiana Marcelino Claudino,F,23,193,76,Brazil,2008,Beijing,Volleyball,Volleyball Women's Volleyball,Gold
Federico Julin Fazio,M,21,195,85,Argentina,2008,Beijing,Football,Football Men's Football,Gold
Roger Federer,M,26,185,80,Switzerland,2008,Beijing,Tennis,Tennis Men's Doubles,Gold
Aleksandra Andreyevna Fedoriva,F,19,176,60,Russia,2008,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Allyson Michelle Felix,F,22,168,56,United States,2008,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
Jrme Fernandez,M,31,199,106,France,2008,Beijing,Handball,Handball Men's Handball,Gold
Fanny Fischer,F,21,175,63,Germany,2008,Beijing,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold
Hlia "Fofo" Rogrio de Souza Pinto,F,38,173,63,Brazil,2008,Beijing,Volleyball,Volleyball Women's Volleyball,Gold
Sylvia Shaqueria Fowles,F,22,198,90,United States,2008,Beijing,Basketball,Basketball Women's Basketball,Gold
Marit Malm Frafjord,F,22,182,78,Norway,2008,Beijing,Handball,Handball Women's Handball,Gold
Zsuzsanna "Susan" Francia,F,25,188,80,United States,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
Shelly-Ann Fraser-Pryce,F,21,160,57,Jamaica,2008,Beijing,Athletics,Athletics Women's 100 metres,Gold
Duncan Seth Free,M,35,200,100,Australia,2008,Beijing,Rowing,Rowing Men's Coxless Pairs,Gold
Jan Frodeno,M,26,194,75,Germany,2008,Beijing,Triathlon,Triathlon Men's Olympic Distance,Gold
Motoko Fujimoto,F,27,160,58,Japan,2008,Beijing,Softball,Softball Women's Softball,Gold
Moritz Frste,M,23,190,89,Germany,2008,Beijing,Hockey,Hockey Men's Hockey,Gold
Fernando Rubn Gago,M,22,176,65,Argentina,2008,Beijing,Football,Football Men's Football,Gold
Felicity Madeline Galvez,F,23,167,58,Australia,2008,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
Felicity Madeline Galvez,F,23,167,58,Australia,2008,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Gang Min-Ho,M,22,185,98,South Korea,2008,Beijing,Baseball,Baseball Men's Baseball,Gold
Mark Daniel Gangloff,M,26,183,84,United States,2008,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Ezequiel Marcelo Garay Gonzlez,M,21,182,87,Argentina,2008,Beijing,Football,Football Men's Football,Gold
Gabriel Bryan "Gabe" Gardner,M,32,209,103,United States,2008,Beijing,Volleyball,Volleyball Men's Volleyball,Gold
Anna Vitalyevna Gavrilenko,F,18,174,55,Russia,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
Istvn Gergely,M,31,202,112,Hungary,2008,Beijing,Water Polo,Water Polo Men's Water Polo,Gold
Bertrand Fabien Gille,M,30,187,98,France,2008,Beijing,Handball,Handball Men's Handball,Gold
Guillaume Alain Gille,M,32,192,97,France,2008,Beijing,Handball,Handball Men's Handball,Gold
Drew Cameron Ginn,M,33,195,85,Australia,2008,Beijing,Rowing,Rowing Men's Coxless Pairs,Gold
Olivier Damien Girault,M,35,183,86,France,2008,Beijing,Handball,Handball Men's Handball,Gold
Go Yeong-Min,M,24,182,73,South Korea,2008,Beijing,Baseball,Baseball Men's Baseball,Gold
Maartje Goderie,F,24,158,50,Netherlands,2008,Beijing,Hockey,Hockey Women's Hockey,Gold
Anna Goodale,F,25,183,79,United States,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
Paul Martin Goodison,M,30,180,78,Great Britain,2008,Beijing,Sailing,Sailing Men's One Person Dinghy,Gold
Tatyana Igorevna Gorbunova,F,18,176,63,Russia,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
Matthew "Matt" Grevers,M,23,203,105,United States,2008,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
Matthew "Matt" Grevers,M,23,203,105,United States,2008,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Alexander Grimm,M,21,188,88,Germany,2008,Beijing,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Gold
Kari Aalvik Grimsb,F,23,180,80,Norway,2008,Beijing,Handball,Handball Women's Handball,Gold
Mariya Igorevna Gromova,F,24,172,61,Russia,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
Steeve Franois Fabien Gunot,M,22,172,66,France,2008,Beijing,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold
Rianne Dorian Guichelaar,F,24,174,63,Netherlands,2008,Beijing,Water Polo,Water Polo Women's Water Polo,Gold
Michal Yves Robert Guigou,M,26,179,79,France,2008,Beijing,Handball,Handball Men's Handball,Gold
Guo Jingjing,F,26,163,49,China,2008,Beijing,Diving,Diving Women's Springboard,Gold
Guo Jingjing,F,26,163,49,China,2008,Beijing,Diving,Diving Women's Synchronized Springboard,Gold
Guo Wenjun,F,24,168,60,China,2008,Beijing,Shooting,"Shooting Women's Air Pistol, 10 metres",Gold
Guo Yue,F,20,165,54,China,2008,Beijing,Table Tennis,Table Tennis Women's Team,Gold
Yuliya Aleksandrovna Gushchina,F,25,174,61,Russia,2008,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Gwon Hyeok,M,24,187,90,South Korea,2008,Beijing,Baseball,Baseball Men's Baseball,Gold
Biurakn Hakhverdian,F,22,172,65,Netherlands,2008,Beijing,Water Polo,Water Polo Women's Water Polo,Gold
Kyle Hamilton,M,30,199,96,Canada,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Gold
Gro Hammerseng (-Hammerseng-Edin),F,28,180,68,Norway,2008,Beijing,Handball,Handball Women's Handball,Gold
Han Gi-Ju,M,21,186,90,South Korea,2008,Beijing,Baseball,Baseball Men's Baseball,Gold
Vincent Hancock,M,19,173,80,United States,2008,Beijing,Shooting,Shooting Men's Skeet,Gold
Brendan Joseph Hansen,M,26,183,85,United States,2008,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Kevin Christopher Hansen,M,26,196,93,United States,2008,Beijing,Volleyball,Volleyball Men's Volleyball,Gold
Katrine Lunde Haraldsen,F,28,181,NA,Norway,2008,Beijing,Handball,Handball Women's Handball,Gold
"Dawn Harper (-Everhart, -Nelson)",F,24,168,61,United States,2008,Beijing,Athletics,Athletics Women's 100 metres Hurdles,Gold
Natasha Monique Hastings,F,22,173,68,United States,2008,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
Tobias Constantin Hauke,M,20,183,81,Germany,2008,Beijing,Hockey,Hockey Men's Hockey,Gold
He Chong,M,21,169,69,China,2008,Beijing,Diving,Diving Men's Springboard,Gold
He Kexin,F,16,142,33,China,2008,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Gold
He Kexin,F,16,142,33,China,2008,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,Gold
He Wenna,F,19,160,50,China,2008,Beijing,Trampolining,Trampolining Women's Individual,Gold
Tobin Powell Heath,F,20,168,59,United States,2008,Beijing,Football,Football Women's Football,Gold
Frederike Johanna Maria "Femke" Heemskerk,F,20,180,68,Netherlands,2008,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Britta Heidemann,F,25,180,70,Germany,2008,Beijing,Fencing,"Fencing Women's epee, Individual",Gold
Tia Hellebaut (Van Haver-),F,30,182,62,Belgium,2008,Beijing,Athletics,Athletics Women's High Jump,Gold
Monique Marie Henderson,F,25,170,54,United States,2008,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
Megu Hirose,F,27,157,63,Japan,2008,Beijing,Softball,Softball Women's Softball,Gold
Pavol Hochschorner,M,28,176,75,Slovakia,2008,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold
Peter Hochschorner,M,28,188,82,Slovakia,2008,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold
Thomas John "Tom" Hoff,M,35,198,94,United States,2008,Beijing,Volleyball,Volleyball Men's Volleyball,Gold
Martin Hollstein,M,21,192,90,Germany,2008,Beijing,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
Hong Un-Jong,F,19,156,47,North Korea,2008,Beijing,Gymnastics,Gymnastics Women's Horse Vault,Gold
Ellen Marijn Hoog,F,22,164,54,Netherlands,2008,Beijing,Hockey,Hockey Women's Hockey,Gold
Steven Leslie "Steve" Hooker,M,26,187,82,Australia,2008,Beijing,Athletics,Athletics Men's Pole Vault,Gold
Norbert Hosnynszky,M,24,196,101,Hungary,2008,Beijing,Water Polo,Water Polo Men's Water Polo,Gold
Dwight David Howard,M,22,211,120,United States,2008,Beijing,Basketball,Basketball Men's Basketball,Gold
Malcolm Howard,M,25,200,100,Canada,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Gold
Christopher Andrew "Chris" Hoy,M,32,185,93,Great Britain,2008,Beijing,Cycling,Cycling Men's Sprint,Gold
Christopher Andrew "Chris" Hoy,M,32,185,93,Great Britain,2008,Beijing,Cycling,Cycling Men's Keirin,Gold
Christopher Andrew "Chris" Hoy,M,32,185,93,Great Britain,2008,Beijing,Cycling,Cycling Men's Team Sprint,Gold
Huang Xu,M,29,162,59,China,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Gold
Angela Khalia Hucles,F,30,170,63,United States,2008,Beijing,Football,Football Women's Football,Gold
Mark John Hunter,M,30,181,74,Great Britain,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,Gold
Huo Liang,M,18,155,50,China,2008,Beijing,Diving,Diving Men's Synchronized Platform,Gold
Carol Huynh,F,27,154,48,Canada,2008,Beijing,Wrestling,"Wrestling Women's Flyweight, Freestyle",Gold
Hwang Gyeong-Seon,F,22,175,67,South Korea,2008,Beijing,Taekwondo,Taekwondo Women's Welterweight,Gold
Kaori Icho,F,24,166,61,Japan,2008,Beijing,Wrestling,"Wrestling Women's Middleweight, Freestyle",Gold
Andreas Ihle,M,29,184,80,Germany,2008,Beijing,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
Larissa Dmitriyevna "Lara" Ilchenko,F,19,171,58,Russia,2008,Beijing,Swimming,Swimming Women's 10 kilometres Open Water,Gold
Ilya Aleksandrovich Ilyin,M,20,175,94,Kazakhstan,2008,Beijing,Weightlifting,Weightlifting Men's Middle-Heavyweight,Gold
Im Dong-Hyeon,M,23,184,100,South Korea,2008,Beijing,Archery,Archery Men's Team,Gold
Im Su-Jeong,F,21,168,57,South Korea,2008,Beijing,Taekwondo,Taekwondo Women's Featherweight,Gold
Emi Inui,F,24,170,70,Japan,2008,Beijing,Softball,Softball Women's Softball,Gold
Nataliya Sergeyevna Ishchenko,F,22,177,60,Russia,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
Satoshi Ishii,M,21,180,111,Japan,2008,Beijing,Judo,Judo Men's Heavyweight,Gold
Yelena Gadzhiyevna Isinbayeva,F,26,174,64,Russia,2008,Beijing,Athletics,Athletics Women's Pole Vault,Gold
Sachiko Ito,F,32,163,61,Japan,2008,Beijing,Softball,Softball Women's Softball,Gold
Sandra Raluca Izbaa,F,18,164,52,Romania,2008,Beijing,Gymnastics,Gymnastics Women's Floor Exercise,Gold
Ja Dong-Min,M,21,190,91,South Korea,2008,Beijing,Taekwondo,Taekwondo Men's Heavyweight,Gold
LeBron Raymone James,M,23,203,114,United States,2008,Beijing,Basketball,Basketball Men's Basketball,Gold
Thomas Watkin "Tom" James,M,24,193,93,Great Britain,2008,Beijing,Rowing,Rowing Men's Coxless Fours,Gold
Jang Mi-Ran,F,24,170,118,South Korea,2008,Beijing,Weightlifting,Weightlifting Women's Super-Heavyweight,Gold
Jang Won-Sam,M,25,181,78,South Korea,2008,Beijing,Baseball,Baseball Men's Baseball,Gold
Jaqueline Maria "Jaque" Pereira de Carvalho Endres,F,24,186,71,Brazil,2008,Beijing,Volleyball,Volleyball Women's Volleyball,Gold
Prapawadee Jaroenrattanatarakoon,F,24,157,54,Thailand,2008,Beijing,Weightlifting,Weightlifting Women's Featherweight,Gold
Fabrice Jeannet,M,27,193,85,France,2008,Beijing,Fencing,"Fencing Men's epee, Team",Gold
Jrme Jeannet,M,31,190,85,France,2008,Beijing,Fencing,"Fencing Men's epee, Team",Gold
Pamela Jelimo (Chelimo),F,18,175,60,Kenya,2008,Beijing,Athletics,Athletics Women's 800 metres,Gold
Micha Jeliski,M,28,194,89,Poland,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,Gold
Jeong Dae-Hyeon,M,29,185,98,South Korea,2008,Beijing,Baseball,Baseball Men's Baseball,Gold
Jeong Geun-U,M,25,174,75,South Korea,2008,Beijing,Baseball,Baseball Men's Baseball,Gold
Jiang Yuyuan,F,16,140,32,China,2008,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Gold
