Class,Order,Family,Genus,Species,Common name,Gestation/Incubation (days),Maximum longevity (yrs),Data quality
Mammalia,Cetacea,Balaenopteridae,Balaenoptera,borealis,Sei whale,345,74,acceptable
Mammalia,Cetacea,Balaenopteridae,Balaenoptera,edeni,Bryde's whale,376,72,acceptable
Mammalia,Cetacea,Balaenopteridae,Balaenoptera,musculus,Blue whale,350,110,acceptable
Mammalia,Cetacea,Balaenopteridae,Balaenoptera,physalus,Fin whale,342,114,acceptable
Mammalia,Cetacea,Balaenopteridae,Megaptera,novaeangliae,Humpback whale,342,95,acceptable
Mammalia,Cetacea,Delphinidae,Globicephala,macrorhynchus,Short-finned pilot whale,452,63,acceptable
Mammalia,Cetacea,Delphinidae,Globicephala,melas,Long-finned pilot whale,450,60,acceptable
Mammalia,Cetacea,Delphinidae,Grampus,griseus,Risso's dolphin,365,42.5,acceptable
Mammalia,Cetacea,Delphinidae,Lagenorhynchus,acutus,Atlantic white-sided dolphin,316,27,acceptable
Mammalia,Cetacea,Delphinidae,Lagenorhynchus,obliquidens,Pacific white-sided dolphin,320,46,acceptable
Mammalia,Cetacea,Delphinidae,Orcaella,brevirostris,Irrawaddy dolphin,426,30,acceptable
Mammalia,Cetacea,Delphinidae,Orcinus,orca,Killer whale,435,90,acceptable
Mammalia,Cetacea,Delphinidae,Peponocephala,electra,Melon-headed whale,365,47,acceptable
Mammalia,Cetacea,Delphinidae,Pseudorca,crassidens,False killer whale,451,62.5,acceptable
Mammalia,Cetacea,Delphinidae,Stenella,attenuata,Pantropical spotted dolphin,345,46,acceptable
Mammalia,Cetacea,Delphinidae,Stenella,coeruleoalba,Striped dolphin,350,57.5,acceptable
Mammalia,Cetacea,Delphinidae,Tursiops,truncatus,Bottlenosed dolphin,365,51.6,acceptable
Mammalia,Cetacea,Eschrichtiidae,Eschrichtius,robustus,Gray whale,395,77,acceptable
Mammalia,Cetacea,Hyperoodontidae,Berardius,bairdii,Baird's beaked whale,517,84,acceptable
Mammalia,Cetacea,Hyperoodontidae,Hyperoodon,ampullatus,Northern bottlenose whale,365,37,acceptable
Mammalia,Cetacea,Hyperoodontidae,Ziphius,cavirostris,Cuvier's beaked whale,365,62,acceptable
Mammalia,Cetacea,Iniidae,Inia,geoffrensis,Amazon dolphin,287,31.3,acceptable
Mammalia,Cetacea,Kogiidae,Kogia,breviceps,Pygmy sperm whale,335,17,acceptable
Mammalia,Cetacea,Monodontidae,Delphinapterus,leucas,Beluga,416,40,acceptable
Mammalia,Cetacea,Monodontidae,Monodon,monoceros,Narwhal,450,50,acceptable
Mammalia,Cetacea,Phocoenidae,Neophocaena,phocaenoides,Finless porpoise,320,33,acceptable
Mammalia,Cetacea,Phocoenidae,Phocoena,phocoena,Harbor porpoise,320,20.4,acceptable
Mammalia,Cetacea,Phocoenidae,Phocoenoides,dalli,Dall's porpoise,347,22,acceptable
Mammalia,Cetacea,Physeteridae,Physeter,macrocephalus,Sperm whale,502,77,acceptable
Mammalia,Chiroptera,Hipposideridae,Hipposideros,fulvus,Fulvus roundleaf bat,158,13,acceptable
Mammalia,Chiroptera,Megadermatidae,Megaderma,lyra,Greater false vampire bat,150,14,acceptable
Mammalia,Chiroptera,Miniopteridae,Miniopterus,schreibersii,Schreibers's long-fingered bat,100,22,acceptable
Mammalia,Chiroptera,Molossidae,Molossus,molossus,Pallas's mastiff bat,108,5.6,acceptable
Mammalia,Chiroptera,Molossidae,Tadarida,brasiliensis,Brazilian free-tailed bat,78,12,acceptable
Mammalia,Chiroptera,Phyllostomidae,Anoura,geoffroyi,Geoffroy's tailless bat,120,10,acceptable
Mammalia,Chiroptera,Phyllostomidae,Artibeus,jamaicensis,Jamaican fruit-eating bat,76,19.2,acceptable
Mammalia,Chiroptera,Phyllostomidae,Carollia,perspicillata,Seba's short-tailed bat,95,17,high
Mammalia,Chiroptera,Phyllostomidae,Desmodus,rotundus,Vampire bat,189,29.2,acceptable
Mammalia,Chiroptera,Phyllostomidae,Glossophaga,soricina,Pallas's long-tongued bat,106,11,acceptable
Mammalia,Chiroptera,Phyllostomidae,Leptonycteris,curasoae,Southern long-nosed bat,122,10.1,acceptable
Mammalia,Chiroptera,Phyllostomidae,Macrotus,californicus,California leaf-nosed bat,270,17,acceptable
Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,discolor,Pale spear-nosed bat,105,9,acceptable
Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,hastatus,Greater spear-nosed bat,120,18,acceptable
Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus,lineatus,White-lined broad-nosed bat,106,13,acceptable
Mammalia,Chiroptera,Phyllostomidae,Sturnira,lilium,Little yellow-shouldered bat,105,12,acceptable
Mammalia,Chiroptera,Pteropodidae,Cynopterus,brachyotis,Lesser short-nosed fruit bat,112,10.1,acceptable
Mammalia,Chiroptera,Pteropodidae,Cynopterus,sphinx,Greater short-nosed fruit bat,120,10,acceptable
Mammalia,Chiroptera,Pteropodidae,Dobsonia,moluccensis,Moluccan naked-backed fruit bat,150,12.3,acceptable
Mammalia,Chiroptera,Pteropodidae,Eidolon,helvum,Straw-colored fruit bat,275,21.8,acceptable
Mammalia,Chiroptera,Pteropodidae,Epomophorus,gambianus,Gambian epauletted fruit bat,150,7.8,acceptable
Mammalia,Chiroptera,Pteropodidae,Epomophorus,wahlbergi,Wahlberg's epauletted fruit bat,165,10.1,acceptable
Mammalia,Chiroptera,Pteropodidae,Haplonycteris,fischeri,Philippine pygmy fruit bat,90,10,acceptable
Mammalia,Chiroptera,Pteropodidae,Pteropus,giganteus,Indian flying fox,145,40,high
Mammalia,Chiroptera,Pteropodidae,Pteropus,livingstonii,Comoro black flying fox,152,15,acceptable
Mammalia,Chiroptera,Pteropodidae,Pteropus,poliocephalus,Gray-headed flying fox,190,23.6,acceptable
Mammalia,Chiroptera,Pteropodidae,Pteropus,rodricensis,Rodriguez flying fox,198,28,acceptable
Mammalia,Chiroptera,Pteropodidae,Rousettus,aegyptiacus,Egyptian rousette,116,22.9,acceptable
Mammalia,Chiroptera,Pteropodidae,Rousettus,leschenaultii,Leschenault's rousette,115,14,acceptable
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,ferrumequinum,Greater horseshoe bat,80,30.5,acceptable
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,hipposideros,Lesser horseshoe bat,67,29.4,acceptable
Mammalia,Chiroptera,Vespertilionidae,Antrozous,pallidus,Pallid bat,62,14.8,acceptable
Mammalia,Chiroptera,Vespertilionidae,Corynorhinus,townsendii,Townsend's big-eared bat,78,20.5,acceptable
Mammalia,Chiroptera,Vespertilionidae,Eptesicus,fuscus,Big brown bat,35,19,acceptable
Mammalia,Chiroptera,Vespertilionidae,Eptesicus,serotinus,Serotine,68,21,acceptable
Mammalia,Chiroptera,Vespertilionidae,Lasionycteris,noctivagans,Silver-haired bat,55,12,acceptable
Mammalia,Chiroptera,Vespertilionidae,Lasiurus,cinereus,Hoary bat,56,14,acceptable
Mammalia,Chiroptera,Vespertilionidae,Myotis,daubentonii,Daubenton's bat,54,28,acceptable
Mammalia,Chiroptera,Vespertilionidae,Myotis,lucifugus,Little brown bat,55,34,acceptable
Mammalia,Chiroptera,Vespertilionidae,Myotis,myotis,Mouse-eared bat,65,37.1,acceptable
Mammalia,Chiroptera,Vespertilionidae,Myotis,nigricans,Black myotis,55,7,acceptable
Mammalia,Chiroptera,Vespertilionidae,Myotis,thysanodes,Fringed myotis,55,18.3,acceptable
Mammalia,Chiroptera,Vespertilionidae,Myotis,velifer,Cave myotis,65,11.3,acceptable
Mammalia,Chiroptera,Vespertilionidae,Nyctalus,noctula,Noctule,60,12,acceptable
Mammalia,Chiroptera,Vespertilionidae,Perimyotis,subflavus,Eastern pipistrelle,44,14.8,acceptable
Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,Common pipistrelle,42,16.6,acceptable
Mammalia,Chiroptera,Vespertilionidae,Plecotus,auritus,Brown big-eared bat,65,30,acceptable
Mammalia,Chiroptera,Vespertilionidae,Scotorepens,balstoni,Western broad-nosed bat,210,9.7,acceptable
Mammalia,Cingulata,Dasypodidae,Chaetophractus,villosus,Large hairy armadillo,67,25.2,acceptable
Mammalia,Cingulata,Dasypodidae,Dasypus,novemcinctus,Nine-banded armadillo,133,22.3,acceptable
Mammalia,Cingulata,Dasypodidae,Euphractus,sexcinctus,Six-banded armadillo,68,22.1,acceptable
Mammalia,Cingulata,Dasypodidae,Priodontes,maximus,Giant armadillo,122,15,acceptable
Mammalia,Cingulata,Dasypodidae,Tolypeutes,matacus,Southern three-banded armadillo,120,36.8,acceptable
Mammalia,Cingulata,Dasypodidae,Zaedyus,pichiy,Pichi,60,12.5,acceptable
Mammalia,Dasyuromorphia,Dasyuridae,Antechinomys,laniger,Kultarr,12,3.5,acceptable
Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,agilis,Agile antechinus,27,4.7,acceptable
Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,bellus,Fawn antechinus,30,3.4,acceptable
Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,flavipes,Yellow-footed antechinus,25,3.9,acceptable
Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,stuartii,Brown antechinus,30,5.4,acceptable
Mammalia,Dasyuromorphia,Dasyuridae,Antechinus,swainsonii,Dusky antechinus,28,3.3,acceptable
Mammalia,Dasyuromorphia,Dasyuridae,Dasycercus,cristicauda,Mulgara,38,7.4,acceptable
Mammalia,Dasyuromorphia,Dasyuridae,Dasyuroides,byrnei,Kowari,33,8,acceptable
Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,geoffroii,Western quoll,16,6.2,acceptable
Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,maculatus,Australian tiger cat,21,6.8,acceptable
Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus,viverrinus,Eastern quoll,20,6.8,acceptable
Mammalia,Dasyuromorphia,Dasyuridae,Parantechinus,apicalis,Southern dibbler,48,5.5,acceptable
Mammalia,Dasyuromorphia,Dasyuridae,Phascogale,calura,Red-tailed phascogale,29,4.7,acceptable
Mammalia,Dasyuromorphia,Dasyuridae,Phascogale,tapoatafa,Brush-tailed phascogale,29,5.9,acceptable
Mammalia,Dasyuromorphia,Dasyuridae,Planigale,maculata,Pygmy planigale,20,5.8,acceptable
Mammalia,Dasyuromorphia,Dasyuridae,Planigale,tenuirostris,Narrow-nosed planigale,19,5.2,acceptable
Mammalia,Dasyuromorphia,Dasyuridae,Pseudantechinus,macdonnellensis,Fat-tailed marsupial mouse,43,7,acceptable
Mammalia,Dasyuromorphia,Dasyuridae,Sarcophilus,harrisii,Tasmanian devil,26,13,acceptable
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,crassicaudata,Fat-tailed dunnart,14,5,acceptable
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,macroura,Stripe-faced dunnart,12,4.9,acceptable
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,virginiae,Red-cheeked dunnart,15,5.3,acceptable
Mammalia,Dasyuromorphia,Myrmecobiidae,Myrmecobius,fasciatus,Numbat,14,11,acceptable
Mammalia,Didelphimorphia,Didelphidae,Caluromys,philander,Bare-tailed woolly opossum,24,8.9,acceptable
Mammalia,Didelphimorphia,Didelphidae,Didelphis,marsupialis,Southern opossum,12,4.2,acceptable
Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Virginia opossum,12,6.6,acceptable
Mammalia,Didelphimorphia,Didelphidae,Lutreolina,crassicaudata,Lutrine opossum,14,2.9,acceptable
Mammalia,Didelphimorphia,Didelphidae,Marmosa,robinsoni,Robinson's mouse opossum,14,5,acceptable
Mammalia,Didelphimorphia,Didelphidae,Monodelphis,domestica,Gray short-tailed opossum,15,5.1,acceptable
Mammalia,Diprotodontia,Burramyidae,Burramys,parvus,Mountain pygmy possum,15,12,acceptable
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,goodfellowi,Goodfellow's tree kangaroo,45,23.6,acceptable
Mammalia,Diprotodontia,Macropodidae,Dendrolagus,matschiei,Matschie's tree kangaroo,32,26.9,acceptable
Mammalia,Diprotodontia,Macropodidae,Lagorchestes,conspicillatus,Spectacled hare-wallaby,30,8.8,acceptable
Mammalia,Diprotodontia,Macropodidae,Macropus,agilis,Agile wallaby,29,16.9,acceptable
Mammalia,Diprotodontia,Macropodidae,Macropus,antilopinus,Antilopine wallaroo,34,19.8,acceptable
Mammalia,Diprotodontia,Macropodidae,Macropus,eugenii,Tammar wallaby,28,15.1,acceptable
Mammalia,Diprotodontia,Macropodidae,Macropus,fuliginosus,Western gray kangaroo,30,23.2,high
Mammalia,Diprotodontia,Macropodidae,Macropus,giganteus,Eastern gray kangaroo,36,25,high
Mammalia,Diprotodontia,Macropodidae,Macropus,parma,Parma wallaby,34,15.9,high
Mammalia,Diprotodontia,Macropodidae,Macropus,robustus,Wallaroo,32,22,acceptable
Mammalia,Diprotodontia,Macropodidae,Macropus,rufogriseus,Red-necked wallaby,29,15.2,acceptable
Mammalia,Diprotodontia,Macropodidae,Macropus,rufus,Red kangaroo,33,25,high
Mammalia,Diprotodontia,Macropodidae,Onychogalea,fraenata,Ridled nail-tailed wallaby,23,7.4,acceptable
Mammalia,Diprotodontia,Macropodidae,Petrogale,concinna,Nabarlek,30,11.7,acceptable
Mammalia,Diprotodontia,Macropodidae,Petrogale,penicillata,Brush-tailed rock wallaby,30,14.3,acceptable
Mammalia,Diprotodontia,Macropodidae,Petrogale,xanthopus,Ringtailed rock wallaby,31,14.4,acceptable
Mammalia,Diprotodontia,Macropodidae,Setonix,brachyurus,Quokka,26,13.8,acceptable
Mammalia,Diprotodontia,Macropodidae,Thylogale,billardierii,Tasmanian pademelon,29,8.8,acceptable
Mammalia,Diprotodontia,Macropodidae,Thylogale,stigmatica,Red-legged pademelon,29,9.7,acceptable
Mammalia,Diprotodontia,Macropodidae,Wallabia,bicolor,Swamp wallaby,36,16.8,acceptable
Mammalia,Diprotodontia,Petauridae,Gymnobelideus,leadbeateri,Leadbeater's possum,16,14.1,acceptable
Mammalia,Diprotodontia,Petauridae,Petaurus,breviceps,Sugar glider,16,17.8,high
Mammalia,Diprotodontia,Petauridae,Petaurus,norfolcensis,Squirrel glider,20,14.8,acceptable
Mammalia,Diprotodontia,Phalangeridae,Phalanger,gymnotis,Ground cuscus,13,18.9,acceptable
Mammalia,Diprotodontia,Phalangeridae,Spilocuscus,maculatus,Spotted cuscus,13,17,acceptable
Mammalia,Diprotodontia,Phalangeridae,Trichosurus,vulpecula,Brush-tailed possum,17,15.9,acceptable
Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos,cinereus,Koala,31,22.1,high
Mammalia,Diprotodontia,Potoroidae,Aepyprymnus,rufescens,Rufous 'rat'-kangaroo,23,12.8,acceptable
Mammalia,Diprotodontia,Potoroidae,Bettongia,penicillata,Woylie,18,18.8,acceptable
Mammalia,Diprotodontia,Potoroidae,Potorous,longipes,Long-footed potoroo,38,15.3,acceptable
Mammalia,Diprotodontia,Potoroidae,Potorous,tridactylus,Long-nosed potoroo,30,14.5,acceptable
Mammalia,Diprotodontia,Vombatidae,Lasiorhinus,latifrons,Southern hairy-nosed wombat,21,29.9,acceptable
Mammalia,Diprotodontia,Vombatidae,Vombatus,ursinus,Coarse-haired wombat,27,30,acceptable
Mammalia,Erinaceomorpha,Erinaceidae,Atelerix,albiventris,Four-toed hedgehog,35,11.4,high
Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,concolor,Eastern European hedgehog,35,7,acceptable
Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,europaeus,Western European hedgehog,30,11.7,acceptable
Mammalia,Erinaceomorpha,Erinaceidae,Hemiechinus,auritus,Long-eared hedgehog,39,7.6,acceptable
Mammalia,Erinaceomorpha,Erinaceidae,Paraechinus,aethiopicus,Desert hedgehog,37,6.3,acceptable
Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,arboreus,Tree hyrax,229,13.6,acceptable
Mammalia,Hyracoidea,Procaviidae,Procavia,capensis,Rock hyrax,215,14.8,acceptable
Mammalia,Lagomorpha,Leporidae,Lepus,brachyurus,Japanese hare,38,13,acceptable
Mammalia,Lagomorpha,Leporidae,Lepus,californicus,Black-tailed jackrabbit,44,11.8,acceptable
Mammalia,Lagomorpha,Leporidae,Lepus,europaeus,European hare,42,10.7,acceptable
Mammalia,Lagomorpha,Leporidae,Lepus,timidus,Mountain hare,50,18,acceptable
Mammalia,Lagomorpha,Leporidae,Sylvilagus,audubonii,Audubon's cottontail rabbit,29,7.8,acceptable
Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Eastern cottontail,30,9.8,acceptable
Mammalia,Lagomorpha,Leporidae,Sylvilagus,nuttallii,Mountain cottontail,30,7.4,acceptable
Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Marsh rabbit,34,7.6,acceptable
Mammalia,Lagomorpha,Leporidae,Sylvilagus,transitionalis,New England cottontail,28,9.3,acceptable
Mammalia,Lagomorpha,Ochotonidae,Ochotona,hyperborea,Northern pika,28,9.4,acceptable
Mammalia,Lagomorpha,Ochotonidae,Ochotona,princeps,American pika,30,7,acceptable
Mammalia,Macroscelidea,Macroscelididae,Elephantulus,intufi,Long-eared elephant shrew,52,9.3,acceptable
Mammalia,Macroscelidea,Macroscelididae,Elephantulus,rozeti,North African elephant shrew,76,7.2,acceptable
Mammalia,Macroscelidea,Macroscelididae,Elephantulus,rufescens,Rufous elephant shrew,61,7.9,acceptable
Mammalia,Macroscelidea,Macroscelididae,Macroscelides,proboscideus,Short-eared elephant shrew,65,8.7,acceptable
Mammalia,Macroscelidea,Macroscelididae,Rhynchocyon,chrysopygus,Golden-rumped elephant shrew,42,11,acceptable
Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,anatinus,Duck-billed platypus,17,22.6,acceptable
Mammalia,Monotremata,Tachyglossidae,Tachyglossus,aculeatus,Short-beaked echidna,22,49.5,acceptable
Mammalia,Monotremata,Tachyglossidae,Zaglossus,bruijni,Long-nosed echidna,10,41.2,acceptable
Mammalia,Peramelemorphia,Peramelidae,Isoodon,auratus,Golden bandicoot,12,6.7,acceptable
Mammalia,Peramelemorphia,Peramelidae,Isoodon,macrourus,Northern brown bandicoot,12,6.8,acceptable
Mammalia,Peramelemorphia,Peramelidae,Isoodon,obesulus,Southern brown bandicoot,15,6.5,acceptable
Mammalia,Peramelemorphia,Peramelidae,Perameles,bougainville,Western barred bandicoot,12,5.8,acceptable
Mammalia,Peramelemorphia,Peramelidae,Perameles,gunnii,Eastern barred bandicoot,12,6.1,acceptable
Mammalia,Peramelemorphia,Peramelidae,Perameles,nasuta,Long-nosed bandicoot,12,5.6,acceptable
Mammalia,Peramelemorphia,Thylacomyidae,Macrotis,lagotis,Rabbit-bandicoot or bilby,17,9.6,acceptable
Mammalia,Perissodactyla,Equidae,Equus,asinus,African wild ass,359,47,high
Mammalia,Perissodactyla,Equidae,Equus,caballus,Horse,337,57,high
Mammalia,Perissodactyla,Equidae,Equus,grevyi,Grevy's zebra,406,31,high
Mammalia,Perissodactyla,Equidae,Equus,hemionus,Kulan,339,31.6,acceptable
Mammalia,Perissodactyla,Equidae,Equus,kiang,Kiang,299,30.1,acceptable
Mammalia,Perissodactyla,Equidae,Equus,quagga,Quagga,365,38,high
Mammalia,Perissodactyla,Equidae,Equus,zebra,Mountain zebra,362,33.2,acceptable
Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,White rhinoceros,515,45,high
Mammalia,Perissodactyla,Rhinocerotidae,Dicerorhinus,sumatrensis,Sumatran rhinoceros,236,32.8,acceptable
Mammalia,Perissodactyla,Rhinocerotidae,Diceros,bicornis,Black rhinoceros,474,49,acceptable
Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,unicornis,Indian rhinoceros,479,43.5,acceptable
Mammalia,Perissodactyla,Tapiridae,Acrocodia,indica,Malayan tapir,392,36.5,acceptable
Mammalia,Perissodactyla,Tapiridae,Tapirella,bairdii,Baird's tapir,401,29.6,acceptable
Mammalia,Perissodactyla,Tapiridae,Tapirus,pinchaque,Mountain tapir,398,28.5,acceptable
Mammalia,Perissodactyla,Tapiridae,Tapirus,terrestris,Brazilian tapir,398,39.6,high
Mammalia,Pilosa,Megalonychidae,Choloepus,didactylus,Southern two-toed sloth,279,36.8,acceptable
Mammalia,Pilosa,Megalonychidae,Choloepus,hoffmanni,Hoffmann's two-toed sloth,350,41,acceptable
Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,tridactyla,Giant anteater,184,31,acceptable
Mammalia,Pilosa,Myrmecophagidae,Tamandua,mexicana,Northern tamandua,163,16,acceptable
Mammalia,Pilosa,Myrmecophagidae,Tamandua,tetradactyla,Southern tamandua,160,19,acceptable
Mammalia,Primates,Aotidae,Aotus,lemurinus,Lemurine night monkey,135,33.8,acceptable
Mammalia,Primates,Aotidae,Aotus,trivirgatus,Northern night monkey,142,30.1,acceptable
Mammalia,Primates,Atelidae,Alouatta,caraya,Black howler monkey,187,32.4,acceptable
Mammalia,Primates,Atelidae,Alouatta,palliata,Mantled howler monkey,186,24,acceptable
Mammalia,Primates,Atelidae,Alouatta,seniculus,Red howler monkey,190,25,acceptable
Mammalia,Primates,Atelidae,Ateles,belzebuth,White-bellied spider monkey,184,37,acceptable
Mammalia,Primates,Atelidae,Ateles,fusciceps,Brown-headed spider monkey,227,46,acceptable
Mammalia,Primates,Atelidae,Ateles,geoffroyi,Central American spider monkey,232,47.1,acceptable
Mammalia,Primates,Atelidae,Ateles,paniscus,Black spider monkey,229,46,acceptable
Mammalia,Primates,Atelidae,Brachyteles,arachnoides,Woolly spider monkey or muriqui,232,40,acceptable
Mammalia,Primates,Atelidae,Lagothrix,lagothricha,Humboldt's woolly monkey,223,32,acceptable
Mammalia,Primates,Callitrichidae,Callimico,goeldii,Goeldi's monkey,153,22.2,high
Mammalia,Primates,Callitrichidae,Callithrix,jacchus,White-tufted-ear marmoset,144,22.8,high
Mammalia,Primates,Callitrichidae,Cebuella,pygmaea,Pygmy marmoset,125,18.6,high
Mammalia,Primates,Callitrichidae,Leontocebus,fuscicollis,Saddlebacked tamarin,147,24.9,acceptable
Mammalia,Primates,Callitrichidae,Leontocebus,nigricollis,Black-mantled tamarin,140,20.2,acceptable
Mammalia,Primates,Callitrichidae,Leontopithecus,rosalia,Golden lion tamarin,128,31.6,high
Mammalia,Primates,Callitrichidae,Mico,argentatus,Silvery marmoset,144,16.5,acceptable
Mammalia,Primates,Callitrichidae,Mico,humeralifer,Tassel-eared marmoset,144,15,acceptable
Mammalia,Primates,Callitrichidae,Saguinus,bicolor,Brazilian bare-faced tamarin,160,19,acceptable
Mammalia,Primates,Callitrichidae,Saguinus,geoffroyi,Geoffroy's tamarin,142,20.5,acceptable
Mammalia,Primates,Callitrichidae,Saguinus,imperator,Emperor tamarin,145,23.7,high
Mammalia,Primates,Callitrichidae,Saguinus,labiatus,Red-chested mustached tamarin,147,20.5,acceptable
Mammalia,Primates,Callitrichidae,Saguinus,leucopus,Silvery-brown bare-face tamarin,142,15.2,acceptable
Mammalia,Primates,Callitrichidae,Saguinus,midas,Midas tamarin,127,21,high
Mammalia,Primates,Callitrichidae,Saguinus,mystax,Black-chested mustached tamarin,145,20,acceptable
Mammalia,Primates,Callitrichidae,Saguinus,oedipus,Cotton-top tamarin,178,26.2,high
Mammalia,Primates,Cebidae,Cebus,albifrons,White-fronted capuchin,158,40.4,acceptable
Mammalia,Primates,Cebidae,Cebus,capucinus,White-faced capuchin,162,54,acceptable
Mammalia,Primates,Cebidae,Cebus,olivaceus,Weeping capuchin,162,47,acceptable
Mammalia,Primates,Cebidae,Saimiri,boliviensis,Bolivian squirrel monkey,158,30.3,acceptable
Mammalia,Primates,Cebidae,Saimiri,sciureus,South American squirrel monkey,161,30.2,high
Mammalia,Primates,Cebidae,Sapajus,apella,Brown capuchin,158,46,high
Mammalia,Primates,Cercopithecidae,Cercocebus,torquatus,Red-capped mangabey,167,46,acceptable
Mammalia,Primates,Cercopithecidae,Cercopithecus,ascanius,Black-cheeked white-nosed monkey,147,31.2,acceptable
Mammalia,Primates,Cercopithecidae,Cercopithecus,campbelli,Campbell's monkey,180,30,acceptable
Mammalia,Primates,Cercopithecidae,Cercopithecus,cephus,Moustached monkey,172,36,acceptable
Mammalia,Primates,Cercopithecidae,Cercopithecus,mitis,Blue monkey,132,37.8,acceptable
Mammalia,Primates,Cercopithecidae,Cercopithecus,neglectus,De Brazza's monkey,177,30.8,acceptable
Mammalia,Primates,Cercopithecidae,Cercopithecus,nictitans,White-nosed guenon,172,31,acceptable
Mammalia,Primates,Cercopithecidae,Cercopithecus,pogonias,Crowned guenon,165,27,acceptable
Mammalia,Primates,Cercopithecidae,Chlorocebus,aethiops,Vervet,162,30.8,acceptable
Mammalia,Primates,Cercopithecidae,Colobus,guereza,Guereza,175,35,high
Mammalia,Primates,Cercopithecidae,Colobus,polykomos,King colobus,185,33.9,acceptable
Mammalia,Primates,Cercopithecidae,Erythrocebus,patas,Patas monkey,167,28.3,acceptable
Mammalia,Primates,Cercopithecidae,Lophocebus,albigena,Gray-cheeked mangabey,181,36,acceptable
Mammalia,Primates,Cercopithecidae,Macaca,arctoides,Stump-tailed macaque,177,29.2,acceptable
Mammalia,Primates,Cercopithecidae,Macaca,fascicularis,Long-tailed macaque,165,39,acceptable
Mammalia,Primates,Cercopithecidae,Macaca,fuscata,Japanese macaque,174,38.5,high
Mammalia,Primates,Cercopithecidae,Macaca,maura,Moor macaque,165,33,acceptable
Mammalia,Primates,Cercopithecidae,Macaca,mulatta,Rhesus monkey,165,40,high
Mammalia,Primates,Cercopithecidae,Macaca,nemestrina,Pigtail macaque,172,37.6,acceptable
Mammalia,Primates,Cercopithecidae,Macaca,nigra,Celebes crested macaque,176,34,acceptable
Mammalia,Primates,Cercopithecidae,Macaca,radiata,Bonnet macaque,161,30,acceptable
Mammalia,Primates,Cercopithecidae,Macaca,silenus,Liontail macaque,176,40,high
Mammalia,Primates,Cercopithecidae,Macaca,sinica,Toque macaque,152,29.3,acceptable
Mammalia,Primates,Cercopithecidae,Macaca,sylvanus,Barbary macaque,164,29.1,high
Mammalia,Primates,Cercopithecidae,Macaca,thibetana,Tibetan macaque,170,27,acceptable
Mammalia,Primates,Cercopithecidae,Macaca,tonkeana,Tonkean macaque,173,28.4,acceptable
Mammalia,Primates,Cercopithecidae,Mandrillus,leucophaeus,Drill,179,39,acceptable
Mammalia,Primates,Cercopithecidae,Mandrillus,sphinx,Mandrill,173,40,high
Mammalia,Primates,Cercopithecidae,Miopithecus,talapoin,Talapoin,169,27.7,acceptable
Mammalia,Primates,Cercopithecidae,Nasalis,larvatus,Proboscis monkey,166,25.1,acceptable
Mammalia,Primates,Cercopithecidae,Papio,hamadryas,Hamadryas baboon,171,37.5,high
Mammalia,Primates,Cercopithecidae,Pygathrix,nemaeus,Douc langur,171,26,acceptable
Mammalia,Primates,Cercopithecidae,Rhinopithecus,roxellana,Golden snub-nosed monkey,199,29.5,acceptable
Mammalia,Primates,Cercopithecidae,Semnopithecus,entellus,Hanuman langur,192,29,acceptable
Mammalia,Primates,Cercopithecidae,Semnopithecus,vetulus,Purple-faced leaf monkey,211,26.1,acceptable
Mammalia,Primates,Cercopithecidae,Theropithecus,gelada,Gelada baboon,168,36,acceptable
Mammalia,Primates,Cercopithecidae,Trachypithecus,obscurus,Dusky leaf monkey,145,33.9,acceptable
Mammalia,Primates,Cercopithecidae,Trachypithecus,phayrei,Phayre's leaf monkey,167,28.3,acceptable
