bite_date,SpeciesIDDesc,GenderIDDesc,color,vaccination_yrs,vaccination_date,victim_zip,AdvIssuedYNDesc,WhereBittenIDDesc,quarantine_date,DispositionIDDesc,ResultsIDDesc
2015/2/19 0:00,DOG,MALE,BLACK,,2014/3/3 0:00,40228,,BODY,,,
2015/2/18 0:00,CAT,FEMALE,BLACK & TA,1,2014/11/10 0:00,,,BODY,,,
2015/2/19 0:00,DOG,FEMALE,BLK BR,1,2014/12/31 0:00,,,BODY,,,
,DOG,,WHITE,,,,,,,,
,DOG,,,,,,,,,,
,DOG,,,,,,,,,,
2201/2/21 0:00,DOG,MALE,TAN WHITE,1,2015/4/21 0:00,,,BODY,,,
2015/2/9 0:00,DOG,MALE,BLACK,,,40211,,,,,
2015/2/13 0:00,DOG,MALE,WHTE TAN,,,,,BODY,,,
2015/2/19 0:00,DOG,FEMALE,WHITE GRAY,,,40291,,BODY,,,
2015/2/13 0:00,DOG,MALE,TRI,,2014/7/23 0:00,,,BODY,,,
2015/2/22 0:00,DOG,,WHT BLK BR,,,,,UNKNOWN,,,
2015/2/23 0:00,CAT,,ORANGE,,,,,BODY,,,
2015/2/26 0:00,DOG,FEMALE,BLACK,,,,,HEAD,,,
2015/2/28 0:00,DOG,FEMALE,WHITE,,,,,HEAD,,,
2015/2/28 0:00,DOG,MALE,BLACK,,,,,HEAD,,,
2015/2/28 0:00,DOG,FEMALE,BLACK,3,2012/7/2 0:00,,,BODY,,,
2015/2/27 0:00,CAT,FEMALE,ORANGE,1,2015/3/15 0:00,,,BODY,,,
2015/2/27 0:00,DOG,FEMALE,TAN BLACK,1,2014/11/12 0:00,,,BODY,,,
2015/2/26 0:00,DOG,MALE,BR WHITE,1,2014/3/12 0:00,40214,,BODY,,,
2015/2/25 0:00,DOG,MALE,WHITE,1,2014/9/13 0:00,40214,,BODY,,,
2015/2/23 0:00,DOG,MALE,BROWN,,2015/2/18 0:00,,,BODY,,,
2015/2/18 0:00,DOG,MALE,BLUE WHTE,,,40229,,BODY,,,
2015/2/28 0:00,CAT,,GREY,,,,,,,,
2015/3/2 0:00,DOG,,,,,,,BODY,,,
2015/2/28 0:00,DOG,MALE,BROWN TAN,,,40204,,BODY,,,
2015/3/5 0:00,DOG,,,,,40215,,BODY,,,
2015/3/7 0:00,DOG,MALE,WHITE,3,2015/2/12 0:00,,,HEAD,,,
2015/3/6 0:00,DOG,MALE,WHT BLK,1,2014/3/17 0:00,40241,,HEAD,,,
2015/3/8 0:00,DOG,FEMALE,BLACK,1,2014/9/20 0:00,40299,,BODY,,,
2015/3/6 0:00,DOG,MALE,WHT TAN,1,2014/10/10 0:00,40214,,BODY,,,
2015/3/7 0:00,DOG,MALE,FAWN,1,2014/8/2 0:00,40299,,BODY,,,
2015/2/27 0:00,DOG,MALE,TRI-COLOR,1,2014/11/3 0:00,,,BODY,,,
2015/3/10 0:00,DOG,FEMALE,BLK BROWN,1,2015/3/20 0:00,40219,,UNKNOWN,,,
2015/2/22 0:00,DOG,MALE,BRN WHITE,,,40204,,UNKNOWN,,,
2015/3/3 0:00,CAT,FEMALE,BRN TABBY,,,40228,,BODY,,,
2015/3/9 0:00,DOG,MALE,TRI,3,2014/2/19 0:00,40118,,BODY,,,
2015/3/5 0:00,DOG,MALE,WHITE BLK,,,40220,,BODY,,,
2015/2/26 0:00,DOG,FEMALE,BLK WHT,,,40215,,HEAD,,,
2015/3/5 0:00,DOG,MALE,BLK WHT,,2015/2/19 0:00,40229,,BODY,,,
2015/3/8 0:00,CAT,MALE,GRAY WHT,,,,,BODY,,,
2015/3/9 0:00,DOG,FEMALE,WHITE RED,,2015/3/3 0:00,40291,,BODY,,,
2015/3/7 0:00,DOG,FEMALE,BROWN,,,,,BODY,,,
2015/3/12 0:00,DOG,MALE,GREY WHITE,,,40242,,BODY,,,
2015/3/11 0:00,DOG,FEMALE,BLONDE TAN,3,2015/2/12 0:00,40242,,BODY,,,
2015/3/12 0:00,DOG,,,,,,,BODY,,,
2015/3/12 0:00,CAT,FEMALE,CALICO,1,2015/3/12 0:00,,,BODY,,,
2015/3/15 0:00,DOG,,,,,40204,,BODY,,,
2015/3/15 0:00,DOG,,,,,,,BODY,,,
2015/5/13 0:00,DOG,FEMALE,BRN TAN,1,2015/3/26 0:00,40291,,BODY,,,
2015/5/13 0:00,DOG,MALE,,3,2012/6/8 0:00,,,BODY,,,
2015/3/3 0:00,DOG,FEMALE,WHTE BRN,1,2015/1/29 0:00,40216,,BODY,,,
2015/3/17 0:00,DOG,FEMALE,WHT BLK BR,1,2015/3/16 0:00,40299,,BODY,,,
2015/3/12 0:00,DOG,MALE,YELLOW,1,2015/3/2 0:00,40229,,BODY,,,
2015/3/11 0:00,DOG,FEMALE,WHITE,,2015/3/20 0:00,40214,,BODY,,,
2015/3/12 0:00,DOG,MALE,YELLOW,,,40229,,BODY,,,
2015/3/15 0:00,DOG,,BROWN,,,40202,,BODY,,,
2015/3/12 0:00,DOG,MALE,BROWN TAN,1,2014/6/9 0:00,40228,,BODY,,,
2015/3/14 0:00,DOG,MALE,WHITE BRN,,,40211,,BODY,,,
2015/3/16 0:00,DOG,FEMALE,TRI,3,2012/8/18 0:00,40222,,BODY,,,
2015/3/15 0:00,DOG,MALE,BROWN,3,2013/8/2 0:00,,,BODY,,,
2015/3/17 0:00,DOG,FEMALE,BLACK,1,2015/3/17 0:00,40243,,BODY,,,
2015/3/17 0:00,DOG,,,,,40245,,UNKNOWN,,,
2015/3/17 0:00,DOG,,BROWN,,,40215,,UNKNOWN,,,
2015/3/17 0:00,DOG,MALE,BRN BLK,,2015/2/18 0:00,40214,,BODY,,,
2015/3/18 0:00,CAT,,BRN BLCK,,,40206,,BODY,,,
2015/3/14 0:00,DOG,,WHITE,,,,,BODY,,,
2015/3/15 0:00,DOG,FEMALE,TAN,3,2013/9/4 0:00,40206,,BODY,,,
2015/3/17 0:00,DOG,MALE,BLK WHT,,2014/9/22 0:00,40208,,HEAD,,,
2015/3/17 0:00,DOG,FEMALE,WHITE BRN,3,2013/12/2 0:00,40229,,BODY,,,
2015/3/17 0:00,DOG,FEMALE,BRN TAN,,,40215,,BODY,,,
2015/3/17 0:00,DOG,MALE,BLK & TRI,,,40245,,BODY,,,
2015/3/17 0:00,DOG,MALE,BRINDLE,,2015/2/18 0:00,40214,,BODY,,,
2015/3/19 0:00,DOG,MALE,WHITE,1,2014/5/31 0:00,40207,,BODY,,,
2015/3/17 0:00,DOG,MALE,CREAM,1,2015/4/24 0:00,40272,,BODY,,,
2015/3/17 0:00,DOG,MALE,,1,2015/5/22 0:00,,,BODY,,,
2015/3/22 0:00,DOG,FEMALE,BLOND ORG,,,40207,,BODY,,,
2015/3/22 0:00,DOG,MALE,WHITE BRN,,,40213,,UNKNOWN,,,
2015/3/20 0:00,CAT,FEMALE,CALICO,1,2014/5/16 0:00,40241,,BODY,,,
2015/3/22 0:00,CAT,FEMALE,ORANGE,1,2014/11/1 0:00,40245,,BODY,,,
2015/3/21 0:00,DOG,,BLK WHITE,,,40212,,BODY,,,
2015/3/20 0:00,,,,,,45014,,BODY,,,
2015/3/20 0:00,DOG,MALE,BRINDLE,3,2014/2/26 0:00,40059,,BODY,,,
2015/3/19 0:00,DOG,MALE,WHITE,1,2014/5/31 0:00,40207,,BODY,,,
2015/3/22 0:00,DOG,FEMALE,BRN WHT,,,,,BODY,,,
2015/3/21 0:00,DOG,FEMALE,BRINDLE WH,1,2014/5/28 0:00,40272,,BODY,,,
2015/3/21 0:00,DOG,MALE,WHT BRN,1,2014/9/16 0:00,47130,,BODY,,,
2015/3/23 0:00,DOG,,,,,40291,,BODY,,,
2015/3/24 0:00,DOG,MALE,BLACK,,,40207,,BODY,,,
2015/3/22 0:00,DOG,FEMALE,GRAY,,,40214,,BODY,,,
2015/3/20 0:00,DOG,MALE,BRN WHITE,,2013/2/4 0:00,45014,,BODY,,,
2015/3/25 0:00,DOG,FEMALE,,,,40229,,HEAD,,,
2015/3/25 0:00,DOG,MALE,BRN BLCK,1,2015/2/6 0:00,40210,,BODY,,,
2015/3/26 0:00,DOG,FEMALE,TAN BLACK,3,2015/6/4 0:00,40299,,HEAD,,,
2015/3/26 0:00,DOG,MALE,BROWN,1,2015/5/16 0:00,40218,,BODY,,,
2015/3/25 0:00,CAT,MALE,GRAY,1,2014/6/18 0:00,40245,,BODY,,,
2015/3/26 0:00,DOG,MALE,WHITE,3,2014/2/11 0:00,40245,,HEAD,,,
2015/3/29 0:00,DOG,MALE,BLONDE,,,40258,,HEAD,,,
2015/3/29 0:00,DOG,MALE,BLACK,1,2015/1/23 0:00,40210,,HEAD,,,
2015/3/27 0:00,DOG,,,,,40202,,BODY,,,
2015/3/27 0:00,CAT,FEMALE,,1,2015/4/21 0:00,40242,,BODY,,,
2015/3/30 0:00,DOG,,,,,40220,,BODY,,,
2015/3/29 0:00,DOG,MALE,BLOND,1,2015/4/16 0:00,,,UNKNOWN,,,
2015/3/29 0:00,DOG,MALE,BLACK,1,2014/12/13 0:00,,,BODY,,,
2015/3/30 0:00,DOG,MALE,FAWN,,,40241,,UNKNOWN,,,
2015/3/27 0:00,CAT,FEMALE,BLK WHT,1,2014/5/13 0:00,40291,,BODY,,,
2015/3/31 0:00,CAT,MALE,TABBY,3,2015/1/30 0:00,40245,,BODY,,,
2015/3/31 0:00,DOG,MALE,BRINDKLE,1,2015/5/1 0:00,40258,,,,,
2015/3/28 0:00,DOG,FEMALE,TAN,1,2014/9/25 0:00,40299,,BODY,,,
2015/3/31 0:00,DOG,,,,,40245,,BODY,,,
2015/4/1 0:00,DOG,MALE,BROWN,3,2012/6/1 0:00,40213,,BODY,,,
2015/3/30 0:00,DOG,MALE,WHITE,,,40203,,BODY,,,
2015/4/2 0:00,DOG,FEMALE,BLACK,1,2014/5/17 0:00,40299,,BODY,,,
2015/4/1 0:00,DOG,MALE,,1,2014/8/2 0:00,47150,,BODY,,,
2015/4/4 0:00,DOG,MALE,BROWN/WHIT,,,40299,YES,HEAD,,,
2015/4/5 0:00,DOG,MALE,BROWN,,,,YES,HEAD,,,
2015/4/5 0:00,DOG,FEMALE,BROWN,1,2014/5/13 0:00,40258,,BODY,,,
2015/4/5 0:00,DOG,FEMALE,BLACK,1,2015/3/2 0:00,40208,,,,,
2015/4/5 0:00,DOG,MALE,BROWN,,,40212,,BODY,,,
2015/4/5 0:00,DOG,,,,,40217,,UNKNOWN,,,
2015/4/4 0:00,DOG,FEMALE,TAN,1,2014/8/28 0:00,40258,,UNKNOWN,,,
2015/4/3 0:00,DOG,,BROWN,,,40217,,BODY,,,
2015/3/31 0:00,CAT,MALE,WHITE BLAC,,,40245,,BODY,,,
2015/4/5 0:00,DOG,FEMALE,WHITE BLK,,,40215,,HEAD,,,
2015/4/4 0:00,DOG,MALE,BRN BLCK,,,40212,,BODY,,,
2015/4/4 0:00,DOG,FEMALE,TAN BLK,1,2015/5/5 0:00,40215,,BODY,,,
2015/4/1 0:00,DOG,MALE,BRINDLE,1,2015/4/15 0:00,40212,,BODY,,,
2015/4/6 0:00,DOG,MALE,BLK WHITE,3,2016/12/1 0:00,40291,,BODY,,,
2015/4/7 0:00,DOG,MALE,HAREQUIN,1,2015/3/27 0:00,40258,,HEAD,,,
2015/4/7 0:00,DOG,MALE,BRN WHITE,3,2014/4/1 0:00,40218,,BODY,,,
2015/4/4 0:00,DOG,,BRN WHITE,1,2014/12/23 0:00,40022,,BODY,,,
2015/4/7 0:00,DOG,FEMALE,TRI,,,40208,,BODY,,,
2015/4/8 0:00,DOG,FEMALE,BROWN,,,40223,,UNKNOWN,,,
2015/4/8 0:00,DOG,,,,,40291,,BODY,,,
2015/4/8 0:00,DOG,FEMALE,WHITE,1,2014/5/20 0:00,40218,,BODY,,,
2015/4/8 0:00,DOG,,BROWN BLK,,,40211,,BODY,,,
2015/4/9 0:00,DOG,MALE,GRAY,1,2015/3/16 0:00,40210,,BODY,,,
2015/4/9 0:00,DOG,MALE,WHITE,,,40208,,BODY,,,
2015/4/8 0:00,DOG,MALE,REDDISH BR,1,2015/1/2 0:00,40291,,UNKNOWN,,,
2015/4/9 0:00,DOG,MALE,WHITE/BROW,,,40216,,BODY,,,
2015/4/13 0:00,CAT,FEMALE,BLACK,3,2015/4/30 0:00,40206,,BODY,,,
2015/4/12 0:00,CAT,FEMALE,GRAY,3,2015/5/15 0:00,40299,,BODY,,,
2015/4/12 0:00,DOG,,BROWN/WHIT,,,,,BODY,,,
2015/4/12 0:00,DOG,MALE,BLACK/WHIT,,,40216,,BODY,,,
2015/4/10 0:00,CAT,MALE,BLK WHT,,,40059,,BODY,,,
2015/4/9 0:00,DOG,,,,,40059,,BODY,,,
2015/4/12 0:00,DOG,MALE,WHITE,1,2014/11/15 0:00,40229,,UNKNOWN,,,
2015/4/11 0:00,DOG,MALE,BRINDLE,,2015/3/15 0:00,40212,,BODY,,,
2015/4/13 0:00,DOG,MALE,BLACK,1,2014/5/13 0:00,40207,,BODY,,,
2015/4/10 0:00,DOG,MALE,BRINDLE,1,2014/5/1 0:00,36877,,BODY,,,
2015/4/11 0:00,DOG,FEMALE,BLK WHITE,,,40206,,BODY,,,
2015/4/11 0:00,DOG,,BRN WHITE,,,40211,,BODY,,,
2015/4/14 0:00,DOG,,,,,40218,,BODY,,,
2015/4/13 0:00,DOG,,,,,40211,,BODY,,,
2015/4/15 0:00,DOG,FEMALE,BLACK,1,2015/3/28 0:00,40228,,BODY,,,
2015/4/15 0:00,DOG,,BLACK/WHIT,3,2013/12/5 0:00,40215,,BODY,,,
2015/4/16 0:00,CAT,,BLACK/WHTE,,,40215,,BODY,,,
2015/4/16 0:00,DOG,MALE,BROWN,,,40245,,BODY,,,
2015/4/18 0:00,DOG,FEMALE,GRY WHITE,3,2014/4/1 0:00,40217,,BODY,,,
2015/4/18 0:00,DOG,,,,,40229,,BODY,,,
2015/4/18 0:00,DOG,MALE,WHITE BRN,1,2015/5/8 0:00,40216,,HEAD,,,
2015/4/18 0:00,DOG,MALE,WHITE,,2015/1/24 0:00,40241,,HEAD,,,
2015/4/18 0:00,CAT,,CALICO,,,40214,,UNKNOWN,,,
2015/4/17 0:00,DOG,MALE,BLACK,1,2014/12/18 0:00,40206,,BODY,,,
2015/4/15 0:00,DOG,FEMALE,BLUE RED,1,2014/8/25 0:00,40272,NO,UNKNOWN,,RELEASED,
2015/4/19 0:00,DOG,FEMALE,BLUE,1,2014/8/21 0:00,40229,,UNKNOWN,,,
2015/4/18 0:00,DOG,MALE,COOPER,1,2014/12/31 0:00,40223,,UNKNOWN,,,
2015/4/20 0:00,DOG,MALE,ORANGE,1,2014/12/1 0:00,40245,,BODY,,,
2015/4/11 0:00,DOG,MALE,WHITE TAN,1,2014/7/8 0:00,40220,,BODY,,,
2015/4/16 0:00,DOG,MALE,BRN BLK,,,40228,,HEAD,,,
2015/4/17 0:00,DOG,MALE,YELLOW,1,2015/4/28 0:00,47150,,BODY,,,
2015/4/14 0:00,DOG,MALE,BRN WHT,,,40215,,BODY,,,
2015/4/18 0:00,DOG,FEMALE,WHITE BR,1,2015/4/29 0:00,40219,,BODY,,,
2015/4/12 0:00,CAT,FEMALE,GRAY,,,40204,,BODY,,,
2015/4/15 0:00,DOG,FEMALE,BLK WHT,,,40258,,BODY,,,
2015/4/12 0:00,CAT,MALE,GRAY WHIT,,2015/3/6 0:00,40215,,BODY,,,
2015/4/18 0:00,CAT,MALE,TABBY,,,40215,,BODY,,,
2015/4/22 0:00,DOG,FEMALE,WHIT BRN B,1,2015/6/11 0:00,40214,,,,,
2015/4/22 0:00,,,,,,,,BODY,,,
2015/4/23 0:00,DOG,,BLK WHT BR,,,40222,,UNKNOWN,,,
2015/4/24 0:00,CAT,FEMALE,,,,40241,,BODY,,,
2015/4/24 0:00,DOG,,BLACK,,,40241,,UNKNOWN,,,
2015/4/24 0:00,DOG,MALE,BLACK,1,2015/4/25 0:00,40212,,BODY,,,
2015/4/24 0:00,DOG,,BLACK,,,40220,,BODY,,,
2015/4/24 0:00,,,,,,,,BODY,,,
2015/4/26 0:00,DOG,MALE,,1,2015/5/19 0:00,40245,,BODY,,,
2015/4/24 0:00,DOG,,,,,40217,,BODY,,,
2015/4/22 0:00,DOG,FEMALE,BRINDLE,1,2015/5/12 0:00,40291,,UNKNOWN,,,
2015/4/18 0:00,DOG,FEMALE,TRICOLOR,1,2015/6/2 0:00,40218,,,,,
2015/4/17 0:00,DOG,FEMALE,BRN WHITE,1,2016/5/17 0:00,40216,,BODY,,,
2015/4/26 0:00,DOG,FEMALE,BLUE,1,2015/6/19 0:00,40272,,BODY,,,
2015/4/15 0:00,DOG,FEMALE,BLACK,,,,,BODY,,,
2015/4/26 0:00,DOG,MALE,TAN WHT,,,40258,,BODY,,,
2015/4/25 0:00,CAT,MALE,GRAY,,,40216,,BODY,,,
2015/4/22 0:00,CAT,FEMALE,ORANGE,,,40215,,BODY,,,
2015/4/24 0:00,DOG,MALE,BRM GRY,,,40206,,BODY,,,
2015/4/24 0:00,DOG,FEMALE,BLACK,1,2015/5/5 0:00,40272,,BODY,,,
2015/4/27 0:00,CAT,,,3,2014/10/22 0:00,40245,,UNKNOWN,,,
2015/4/27 0:00,DOG,MALE,WHITE,3,2012/5/17 0:00,40291,,BODY,,,
2015/4/27 0:00,DOG,MALE,BROWN,3,2013/7/31 0:00,40241,,UNKNOWN,,,
2015/4/28 0:00,DOG,MALE,BROWN,1,2014/8/12 0:00,40222,,BODY,,,
2015/4/28 0:00,DOG,MALE,BLK GRY,1,2014/7/24 0:00,40219,,BODY,,,
2015/4/21 0:00,DOG,,,,,40218,,BODY,,,
2015/4/28 0:00,DOG,FEMALE,BRN WHITE,1,2015/6/16 0:00,40219,,HEAD,,,
2015/4/29 0:00,DOG,MALE,BLACF,1,2015/2/10 0:00,40207,,BODY,,,
2015/4/29 0:00,DOG,FEMALE,BRN WHITE,1,2015/3/20 0:00,40299,,BODY,,,
2015/4/29 0:00,DOG,,BROWN,3,2013/6/13 0:00,40118,,BODY,,,
2015/4/26 0:00,DOG,MALE,BLACK,1,2014/8/8 0:00,28103,,BODY,,,
2015/4/27 0:00,DOG,MALE,BLK WHT,1,2014/12/23 0:00,40165,,BODY,,,
2015/4/28 0:00,DOG,MALE,BRINDLE,,,40229,,BODY,,,
2015/4/28 0:00,DOG,MALE,BRINDLE,1,2015/2/10 0:00,40299,,HEAD,,,
2015/4/29 0:00,CAT,MALE,GRAY,3,2013/4/12 0:00,40206,NO,BODY,,RELEASED,
2015/4/29 0:00,CAT,MALE,GRAY BROWN,1,2015/5/20 0:00,40205,NO,UNKNOWN,,RELEASED,
2015/4/30 0:00,DOG,,BRINDLE,,,40014,YES,BODY,,UNKNOWN,
2015/4/30 0:00,DOG,MALE,BLCK BROWN,,2015/1/3 0:00,,NO,UNKNOWN,,RELEASED,
2015/5/2 0:00,DOG,MALE,WHITE,1,2015/4/13 0:00,40299,NO,HEAD,2015/5/6 0:00,RELEASED,
2015/5/1 0:00,DOG,FEMALE,BROWN,1,2015/5/16 0:00,40258,NO,HEAD,2015/5/4 0:00,RELEASED,
2015/5/3 0:00,DOG,FEMALE,WHIT BRN,,,40299,YES,HEAD,,UNKNOWN,
2201/5/1 0:00,DOG,MALE,BROWN,1,2015/5/19 0:00,40229,NO,BODY,,RELEASED,
2015/5/2 0:00,DOG,MALE,BLK WHITE,1,2015/5/30 0:00,40218,NO,UNKNOWN,,RELEASED,
2015/5/2 0:00,DOG,MALE,WHITE BRN,1,2015/3/3 0:00,40291,NO,UNKNOWN,,RELEASED,
2015/5/3 0:00,DOG,FEMALE,RED,1,2014/9/14 0:00,40245,NO,BODY,,RELEASED,
2015/5/2 0:00,DOG,MALE,RED,1,2015/5/18 0:00,40204,NO,BODY,,RELEASED,
2015/5/3 0:00,DOG,MALE,BLCK BRN,,,40229,YES,BODY,,UNKNOWN,
2015/5/1 0:00,DOG,MALE,BROWN,3,2013/8/3 0:00,,NO,BODY,,RELEASED,
2015/4/28 0:00,CAT,UNKNOWN,,,,40214,NO,BODY,,UNKNOWN,
2015/5/3 0:00,DOG,MALE,WHITE,1,2014/5/31 0:00,40241,NO,BODY,,RELEASED,
2015/4/30 0:00,DOG,FEMALE,WHITE,1,2014/6/5 0:00,47129,NO,BODY,,RELEASED,
2015/5/2 0:00,DOG,MALE,BRINDLE,1,2015/2/4 0:00,40229,NO,BODY,,RELEASED,
2015/5/3 0:00,DOG,MALE,BLUE BRN,1,2015/5/20 0:00,40272,NO,HEAD,,RELEASED,
2015/4/25 0:00,CAT,MALE,BLK WHT,,,40291,NO,BODY,,RELEASED,
2015/5/1 0:00,DOG,MALE,TAN WHT,3,2015/4/2 0:00,40215,NO,BODY,,RELEASED,
2015/5/1 0:00,DOG,FEMALE,TRI,,,40065,,BODY,,,
2015/4/26 0:00,DOG,MALE,RED WHITE,,,40212,,BODY,,,
2015/4/29 0:00,DOG,MALE,BROWN,1,2014/10/15 0:00,40229,,BODY,,,
2015/4/26 0:00,DOG,MALE,,,,40059,,BODY,,,
2015/5/1 0:00,DOG,MALE,BRN BLCK,3,2013/6/17 0:00,40204,NO,BODY,,RELEASED,
2015/5/1 0:00,CAT,MALE,BLACK,,,40245,NO,UNKNOWN,,,
2015/5/1 0:00,CAT,MALE,BLCK,,,40241,NO,BODY,,RELEASED,
2015/5/5 0:00,DOG,,RED NOSE,,,40216,YES,UNKNOWN,,UNKNOWN,
2015/5/5 0:00,DOG,MALE,BLACK,1,2014/11/12 0:00,40216,NO,UNKNOWN,,RELEASED,
2015/5/6 0:00,DOG,MALE,TAN,1,2014/6/14 0:00,40214,NO,UNKNOWN,,RELEASED,
2015/5/7 0:00,DOG,MALE,WHITE BROW,,,40210,,BODY,,,
2015/5/6 0:00,DOG,FEMALE,GREY WHITE,,,40203,YES,BODY,,UNKNOWN,
2015/5/4 0:00,DOG,FEMALE,BLK WHT,3,2015/2/9 0:00,40299,NO,HEAD,2015/5/8 0:00,RELEASED,
2015/4/23 0:00,CAT,FEMALE,CALICO,,,40216,YES,UNKNOWN,,UNKNOWN,
2015/5/8 0:00,DOG,MALE,BRINDLE/WH,,,40258,NO,HEAD,,UNKNOWN,
2015/5/9 0:00,DOG,MALE,BROWN,1,2015/5/22 0:00,40218,NO,BODY,,RELEASED,
2015/5/8 0:00,DOG,,,,,40245,,BODY,,,
2015/5/15 0:00,DOG,,GRY/WHT,,,40291,YES,UNKNOWN,,UNKNOWN,
2015/5/10 0:00,DOG,UNKNOWN,GREY,,,40219,YES,BODY,,UNKNOWN,
2015/5/8 0:00,CAT,MALE,BROWN,3,2014/11/1 0:00,40223,NO,UNKNOWN,,RELEASED,
,BAT,,,,,40215,,,,,
2015/5/11 0:00,CAT,,,,,40203,YES,BODY,,UNKNOWN,
2015/5/11 0:00,DOG,FEMALE,BLK BRN,1,2014/2/1 0:00,40272,NO,UNKNOWN,,RELEASED,
2015/5/12 0:00,DOG,,WHT/BRN,,,40203,YES,BODY,,UNKNOWN,
2015/5/8 0:00,DOG,FEMALE,BRN WHT,,,40272,YES,BODY,,DIED,
2015/5/8 0:00,DOG,MALE,BLACK,1,2014/5/31 0:00,40215,NO,BODY,,RELEASED,
2015/5/6 0:00,DOG,MALE,BLK WHT,1,2014/10/10 0:00,40242,NO,BODY,,RELEASED,
2015/5/8 0:00,DOG,MALE,GRY WHT,1,2014/12/23 0:00,40291,NO,BODY,,RELEASED,
2015/5/10 0:00,DOG,FEMALE,BLK TAN,,2014/5/8 0:00,40291,YES,BODY,,,
2015/5/10 0:00,DOG,MALE,BLACK,1,2015/12/18 0:00,40207,NO,BODY,,RELEASED,
2015/5/9 0:00,DOG,FEMALE,WHT BLK,3,2013/7/30 0:00,40205,NO,BODY,,RELEASED,
2015/5/8 0:00,DOG,MALE,BRN WHT,,,40299,YES,HEAD,,,
2015/5/10 0:00,DOG,MALE,BLACK,,,40212,YES,BODY,,,
2015/5/12 0:00,DOG,,,,,40210,YES,BODY,,UNKNOWN,
2015/5/7 0:00,CAT,MALE,GRAY WHITE,1,2015/3/21 0:00,40218,NO,BODY,,RELEASED,
2015/5/12 0:00,DOG,,,,,40211,YES,HEAD,,UNKNOWN,
2015/5/12 0:00,DOG,,,,,40160,YES,UNKNOWN,,,
2015/5/13 0:00,DOG,MALE,BRN BLK WH,1,2014/6/30 0:00,40241,NO,HEAD,2015/5/14 0:00,RELEASED,
2015/5/14 0:00,DOG,FEMALE,BLACK,,2014/6/18 0:00,40150,NO,UNKNOWN,,RELEASED,
2015/5/14 0:00,DOG,FEMALE,BLACK,3,2013/3/5 0:00,40220,NO,,,RELEASED,
2015/5/13 0:00,DOG,FEMALE,WHITE,3,2015/6/20 0:00,40216,,BODY,,,
2015/5/10 0:00,DOG,,,,,40229,YES,BODY,,UNKNOWN,
2015/5/16 0:00,DOG,MALE,BLACK/WHIT,1,2014/5/18 0:00,40258,,BODY,,,
2015/5/16 0:00,DOG,FEMALE,BROWN,1,2015/5/27 0:00,,NO,BODY,,RELEASED,
2015/5/17 0:00,DOG,FEMALE,WHT/BRINDL,1,2014/7/30 0:00,40291,YES,BODY,,RELEASED,
2015/5/12 0:00,DOG,FEMALE,BLCK WHT,1,2014/11/8 0:00,40229,NO,BODY,,RELEASED,
2015/5/8 0:00,DOG,FEMALE,BLK WHT,,2013/2/15 0:00,40218,NO,BODY,,RELEASED,
2015/5/18 0:00,DOG,FEMALE,BLACK,3,2015/3/21 0:00,40245,NO,BODY,,RELEASED,
2015/5/18 0:00,DOG,MALE,BLACK,,,40213,YES,UNKNOWN,,UNKNOWN,
2015/5/19 0:00,DOG,,,,,40207,YES,BODY,,UNKNOWN,
2015/5/18 0:00,DOG,MALE,BROWN,1,2015/5/1 0:00,40209,NO,BODY,,RELEASED,
2015/5/6 0:00,DOG,FEMALE,GRAY WHITE,,,40203,YES,UNKNOWN,,,
2015/5/12 0:00,DOG,MALE,BRINDLE,1,2015/4/27 0:00,40216,NO,BODY,,RELEASED,
2015/5/19 0:00,DOG,MALE,CHOCOLATE,1,2014/9/30 0:00,40258,NO,BODY,,RELEASED,
2015/5/20 0:00,DOG,,WHITE,,,40208,YES,BODY,,UNKNOWN,
2015/5/20 0:00,DOG,,BLK WHITE,,,40215,YES,BODY,,UNKNOWN,
2015/5/20 0:00,DOG,FEMALE,GRY SILVER,,,40228,YES,BODY,,RELEASED,
2015/5/21 0:00,DOG,,BLACK,,,40245,YES,BODY,,UNKNOWN,
2015/5/21 0:00,DOG,,BROWN,,,40229,,BODY,,,
2015/5/19 0:00,DOG,FEMALE,TRI,1,2015/5/6 0:00,40229,NO,UNKNOWN,,RELEASED,
2015/5/19 0:00,DOG,MALE,WHITE,3,2014/5/2 0:00,40223,NO,BODY,,RELEASED,
2015/5/10 0:00,DOG,,,,,40219,YES,UNKNOWN,,UNKNOWN,
2015/5/22 0:00,DOG,,BLK/WHTE,,,40242,YES,BODY,,UNKNOWN,
2015/5/23 0:00,DOG,FEMALE,BLK/BROWN,3,2014/4/12 0:00,40242,NO,BODY,,RELEASED,
2015/5/23 0:00,DOG,MALE,BROWN,1,2015/3/26 0:00,40202,,,,,
2015/5/23 0:00,CAT,,,,,40258,,BODY,,,
2015/5/23 0:00,DOG,MALE,YELLOW,1,2014/11/14 0:00,40208,NO,BODY,,RELEASED,
2015/5/24 0:00,DOG,MALE,BRN BLK,1,2014/11/17 0:00,40299,,UNKNOWN,,RELEASED,
2015/5/25 0:00,CAT,MALE,,1,2015/5/8 0:00,40291,,UNKNOWN,,,
2015/5/25 0:00,DOG,MALE,,1,2014/11/1 0:00,40245,,BODY,,,
2015/5/21 0:00,CAT,FEMALE,GRAY,1,2015/6/10 0:00,40220,NO,BODY,,RELEASED,
