Company name (CN),Company name (EN),Province,Location,Registered capital (RMB),Registeration,Registeration - year,Status,Abnormality,Punishment,Lawsuit,Company website
上海虹口长江医院有限公司,"Shanghai Hongkou Changjiang Hospital Co.,Ltd.",Shanghai,East,1700,"2002-04-03	",2002,Living,0,11,1,"www.cjhospital.cn	;	www.02165015788.com	;	www.021bybyyy.com	;	www.021changjiang.com	;	www.021cjbyby.com	;	www.021cjh.com	;	www.021shcj.com	;	www.400byby.com	;	www.400bybyyy.com	;	www.shcjhospital.com	;	www.cjyy99.com	;	www.cjyy021.com	;	www.400cjbyby.com	;	www.cjhospital.com	;	www.changjiang400.com	;	www.shcj120.com	;	www.shcjyy021.com	;	www.bybyclub.com	;	www.021cjyy.com	;	www.shcjbhyy.com	;	jwlyy120.com	;	shjwl120.com	;	shcjjwl.com	;	cjsozi.com	;	cjqizi.com	;	cnbyby.cn	;	400shcj.com	;	400shanghai.com	;	qycjh.com	;	shcj021.com	;	400yunyu.com	;	cjyyabc.com	;	cjbyby100.com	;	65015788.com	;	shcjfk.com	;	shcjbyby.com	;	shcjabc.com	;	shcj9966.com	;	shcj5788.com	;	shcj400.com	;	shcjnk.com	;	021cj.cn	;	zgshbyby.com	;	yunyu400.com	;	shcjyyabc.com	;	shcjyy9966.com	;	shcjyy5788.com	;	shcjyy120.com	;	shcjyy100.com	;	cj021.cn	;	shcjyy120.cn	;	cjh120.cn	;	shcjyy.cn	;	woyaoqiuzi.com	;	cjh120.com	;	cjyy021.cn	;	021cjyy.cn	;	120cjh.cn	;	120cjh.com	;	cjdx120.com	;	cjdx999.com	;	cjdxyy.com	;	dianxianbing021.com	;	shcjtj.com	;	cjtaijiyy.com	;	cjtaiji.com	;	hdtjyy.com	;	shcjtjyy.com	;	120shjwl.com	;	shbhyjy.com	;	shbahenyy.com	;	cjbhyy.com	;	cjbahen.com	;	hqjwl120.com	;	hqjwl021.com	;	021shjwl.com	;	120jwl.com	;		"
上海福华医院有限公司,Shanghai Fuhua Hospital,Shanghai,East,100,"2007-10-17	",2007,Living,0,5,0,"	"
四川华美紫馨医学美容医院有限公司,"Sichuan Huamei Zixin Medical Beauty Hospital Co., Ltd",Sichuan,South-west,1000,"2008-06-06	",2008,Living,0,1,20,"www.hmzixin.com	;	www.hmzixin.com	;	www.cdhuamei.com	;	www.hmzxzb.com	;	schmzx.com	;	schmzxyy.com	;		"
汕头妇产医院有限公司,"Shantou Maternity Hospital Co., Ltd.",Guangdong,South,200,"2009-08-04	",2009,Living,0,0,0,"www.stfck.com	;	www.stfcyy.com	;	www.stfkyy.com	;	www.stfcyy120.com	;	www.stlhfc.com	;		"
上海玫瑰医疗美容医院有限公司,"Shanghai Rose Medical Aesthetic Hospital Co., Ltd.",Shanghai,East,4500,"2005-12-07	",2005,Living,0,25,38,"www.shrose.cn	;	shrose.cn	;	shrose.cin	;	www.shrose.cn	;	www.mghospital.net	;	www.pretty16.com	;	www.shmgyy.cn	;	www.shvcharm.com	;	www.rosehospital.cn	;	www.qiumei16.cn	;	www.hanshizx.com	;	www.mgzxw.net	;	www.021zhifang.com	;	www.021pretty.com	;	www.shmrmg.com	;	www.shmgzxw16.com	;	www.charm3344.com	;	www.shmgyy.net	;	www.mgxzss.com	;	www.zxmr16.com	;	www.021mgzxw.com	;	www.021scmg.cn	;	www.mgmryl.cn	;	www.shmg120.com	;	www.mgzxw16.com	;	www.charm16.com	;	www.ztzftc.com	;	www.qiumei021.com	;	www.021scmgzxw.com	;	www.mgmrw16.com	;	www.shmgyy.com	;	www.shmgzxmr.cn	;	www.shmgzxw.com	;	www.shmrzxw.com	;	www.021mgmr.com	;	www.shmgmryy.com	;	www.mgzxw.com	;	www.shmrzxw.cn	;	www.shmg16.com	;	www.021ylmr.com	;	www.fsszx.net	;	www.shrose.com.cn	;	pretty16.cn	;	021mryy.cn	;	021zxyy.net	;	vcharm.cn	;	021zxyy.cn	;	021rose.cn	;	021rose.net	;	zxmr16.cn	;	shmg120.net	;	qiumei021.cn	;	mgyk253.com	;	shmryy.net	;	shrose.net	;	mgylmr.com	;	vcharm.com.cn	;	021pretty.cn	;	021rose.com	;	shvcharm.cn	;	shvcharm.com.cn	;		"
上海康新医院有限公司,"Shanghai Kangxin Hospital Co., Ltd.",Shanghai,East,100,"2002-02-01	",2002,Dead,0,0,0,"	"
南京阳光肿瘤医院有限公司,"Nanjing Sunshine Cancer Hospital Co., Ltd.",Jiangsu,East,200,"2004-11-18	",2004,Dead,0,0,0,"	"
上海健桥医院有限公司,"Shanghai Jianqiao Hospital Co., Ltd",Shanghai,East,1000,"2003-06-27	",2003,Living,0,37,8,"www.jqbybyk.com	;	www.bybyk.com	;	www.jqbybyk.cn	;	www.wujingzheng.cn	;	www.jqbyby.cn	;	www.dnlc.cn	;	www.nankesh.com	;	www.shfsmyk.com	;	www.shkjzxyy.com	;	www.shkjzxyy.cn	;	www.jqjzxyy.com	;	www.jqjzxyy.cn	;	www.shpfxb.com	;	www.shpfxb.cn	;	www.shzlxb.com	;	www.shzlxb.cn	;	www.jqkxbyy.com	;	www.jqkxbyy.cn	;	www.shjqxb.com	;	www.shjqxb.cn	;	www.jqwcyy.com	;	www.jqwcyy.cn	;	www.shkwcyy.com	;	www.shkwcyy.cn	;	www.shjqwck.com	;	www.shjqwck.cn	;	www.shjqwbk.com	;	www.shjqwbk.cn	;	www.shgckyy.com	;	www.shgckyy.cn	;	www.jqgckyy.com	;	www.jqgckyy.cn	;	www.shjqgc.com	;	www.shjqgc.cn	;	www.shkgcyy.com	;	www.shkgcyy.cn	;	www.shrxbyy.com	;	www.jqhospital.cn	;	www.shwjzyy.com	;	www.slgdsyy.com	;	www.jqhospital.org	;	www.jqbyby.net	;	www.shyckyy.com	;	www.shyckyy.cn	;	www.jqycyy.com	;	www.jqycyy.cn	;	www.shjqyc.com	;	www.shjqyc.cn	;	www.shkycyy.com	;	www.shkycyy.cn	;	www.shxglk.com	;	www.shxglk.cn	;	www.jqxglk.com	;	www.jqxglk.cn	;	www.jqxueguanliu.com	;	www.jqxueguanliu.cn	;	www.jianqiaohospital.com	;	www.jqkqnm.com	;	www.jqkqnm.cn	;	www.shjqkqyy.com	;	www.shjqkqyy.cn	;	www.shnmkqyy.com	;	www.shnmkqyy.cn	;	www.jqkkqyy.com	;	www.jqkkqyy.cn	;	www.shmfzr.com	;	www.shmfzr.cn	;	www.shrxyy120.com	;	www.shrxyy120.cn	;	www.rxbyy120.com	;	www.rxbyy120.cn	;	www.shrxbyy120.com	;	www.shrxbyy120.cn	;	www.jqrxbyy.com	;	www.jqrxbyy.cn	;	www.jqmfzr.com	;	www.jqmfzr.cn	;	www.shmfzrk.com	;	www.shmfzrk.cn	;	www.shjq.cn	;	www.shkbyby.com	;	www.shkbyby.cn	;	www.jqkbyby.com	;	www.jqkbyby.cn	;	www.shzrmf.com	;	www.shzrmf.cn	;	www.jqbuyu.com	;	www.fukesh.com	;	www.jqhospital.com	;	shjqbuyun.cn	;	shjqbuyu.cn	;	shfsmyk.cn	;	jqznhy.com	;	jkbyby.cn	;	shjqyy.cn	;	shjqyy.org	;	shjqbuyu.com	;	jqhospital.net	;	jqfsmyk.com	;	shjqbuyun.com	;	shjqbuyu.net	;	02156659999.net	;	shjqbuyun.net	;	jqbybyk.com	;	jkbyby.com	;	shxywy.cn	;	jianqiaohospital.cn	;	jqfsmy.cn	;	jqfsmyk.cn	;	jqznhy.cn	;	shjqby.cn	;	shjqbyby.com	;	shjqyy.net	;	02156659999.cn	;	jqfsmy.com	;	shrxbyy.cn	;		"
上海万众医院有限公司,"Shanghai Wanzhong hospital Co., Ltd",Shanghai,East,1000,"2009-04-29	",2009,Living,0,2,15,"www.wz120.cc	;	zhengxinghospital.com	;	www.wz120.cc	;		"
福州美莱华美美容医院有限公司,"Fuzhou Mylike Huamei beauty hospital Co., Ltd",Fujian,South,500,"2013-11-07	",2013,Living,0,1,6,"www.fzhmzx.com	;	www.fzfmzx.com	;	www.fzmylike.cn	;	www.fzhmzx.com	;	www.87585555.com	;	www.22966666.com	;	www.fzmylike.com	;	www.quban5.net	;	www.22966666.cn	;	www.fjmylike.cn	;	www.fzmlhm.com	;		"
上海天大医疗美容医院有限公司,Shanghai Tianda Medical Treatment Beauty Hospital,Shanghai,East,2000,"2005-07-01	",2005,Living,0,10,8,"www.tianda120.com	;	www.120tida.com	;	www.tida.sh.cn	;	www.tidaym.com.cn	;	www.tidamr.com.cn	;	www.021shmr.com	;	www.tidahp.com	;	tida021.com	;	tianda120.com	;	021tida.com	;	tidamr.org	;	tidahp.com.cn	;	tidaym.org	;	tidamr.net	;	tidaym.net	;	shtidazx.com	;	021shmr.org	;	tida.sh.cn	;	tidaym.cn	;	tidamr.cn	;	021shmr.net	;		"
山西长庚耳鼻喉医院有限公司,"Shanxi Changgeng Otolaryngology Hospital Co., Ltd.",Shanxi,North,500,"2009-11-04	",2009,Dead,0,0,0,"qy.58.com/38189599	;		"
上海中亚医院有限公司,"Shanghai Zhongya Hospital Co.,Ltd.",Shanghai,East,1000,"2003-01-15	",2003,Living,0,8,0,"www.zhongyahospital.com	;		"
深圳美莱医疗美容医院有限公司,"Shenzhen Mylike Medical Beauty Hospital Co., Ltd",Guangdong,South,200,"2012-01-04	",2012,Living,0,0,12,"www.mylikesz.com	;		"
石家庄苏亚美联臣医疗美容医院有限公司,Shijiazhuang Meilianchen Medical Beauty Hospital,Hebei,North,1000,"2002-07-01	",2002,Living,0,2,14,"www.meilianchen.com.cn	;	www.meilianchen.cn	;	www.meiya0311.com	;	www.85277777.com	;		"
长沙县湘江医院有限责任公司,"Changsha Xiangjiang Hospital Co.,Ltd.",Hunan,Center,50,"2005-04-18	",2005,Dead,1,2,0,"	"
上海闵行虹桥医院有限公司,"Shanghai Minhang Hongqiao Hospital Co., Ltd",Shanghai,East,1000,"2002-04-05	",2002,Living,0,14,8,"www.shhqyy.com	;	www.shhqyyycw.com	;	www.shhqjzxnz.com	;	www.hqjzxyy.com	;	www.shhqjzxy.com	;	www.xaet120.org	;	www.chemyy.com	;	www.chebhw.com	;	www.shhqgbk.com	;	www.shqgk.com	;	www.shhqyy.cn	;	www.hnjuzhi.com	;	www.hqyyfsk.com	;	www.021yechouyjy.com	;	www.shhqykyy.com	;	www.hqyy6890.com	;	www.jingshenbk.com	;	www.myshhqyy.com	;	www.021ebhgh.com	;	www.hqekyy.com	;	www.021ekgh.com	;	www.erkeguahao.com	;	www.duodong8.com	;	www.虹桥医院.cn	;	www.shhqgc.com	;	www.gbkhqyy.com	;	www.shmingliu.com	;	www.shhqjzxjj.com	;	www.yechouyj.com	;	www.021bhyy.com	;	www.shhqjzxyy.com	;	www.shhqjzxl.com	;	www.hqbyyy.com	;	www.gbk021.com	;	www.hqeryy.com	;	www.hqyyaj.com	;	www.bhyy021.com	;	www.bhk021.com	;	www.yechouyjy.com	;	www.hqyechou120.com	;	www.shhqjs120.com	;	www.120hongqiao.com	;	www.021erming.com	;	www.xaddz120.com	;	www.shhqjzxzd.com	;	www.shhqyyjzx.com	;	www.dianxianzk.com	;	www.choudong8.com	;	www.hqyyhq.com	;	www.hqelyy.com	;	www.021bhk.com	;	www.shhqbhk.com	;	www.dyyyek.com	;	www.mlhsm.cn	;	www.chekyy.com	;	www.chelyy.com	;	www.上海虹桥医院.中国	;	www.上海虹桥医院.cn	;	www.021gbk.com	;	www.shhqyy.com.cn	;	www.hqbhk.com	;	www.021gzrj.com	;	www.hqyypfb.com	;	www.hqyybhk.com	;	www.hqyyfsb.com	;	www.021hqyyhck.com	;	www.021yyyck.com	;	www.hqyygbk.com	;	www.120emgh.com	;	www.hqhospitals.com	;	www.hqemyy.com	;	www.021yyycw.com	;	www.shycyjy.com	;	www.021hqbh.com	;	www.qhsjnk.com	;	www.120shby.com	;	www.120erek.com	;	www.cqch91.com	;	www.cqet120.cn	;	www.xaet120.com	;	www.021yyhcw.com	;	www.shhqjzx.com	;	www.xachyy.cn	;	www.虹桥医院.中国	;	www.shhqyy.com	;	www.hqyymh.com	;	www.huchouyj.com	;	www.dyyyerke.com	;	www.021hqykyy.cn	;	www.shpfyy.com	;	www.021erke.com	;	www.hqbhyy.com	;	www.sijizp.com	;	www.hqyyjzx.com	;	www.shhqyyyc.com	;	www.120ekgh.com	;	021shhqyy.com	;	021shhqyy.cn	;	hqyynank.com	;	shhosp.cn	;	hqhospnk.cn	;	91nkhosp.com	;	fkhosp.cn	;	51ndxlhosp.com	;	beqyy.com	;	shhqyypop.cn	;	shhqyystar.cn	;	51snhosp.com	;	bestsnyy.com	;	bestsnhosp.com	;	shhqkqyy.net	;	021hqykyy.com	;	hqyy5199.com	;	hqyy5177.com	;	besthqhosp.com	;	hqhospgroup.com		"
上海九洲医院有限公司,"Shanghai Jiuzhou Hospital Co.,Ltd.",Shanghai,East,1000,"2007-09-24	",2007,Living,1,6,0,"www.jzmngr.com	;	www.shjzhospital.com	;	www.jzszzx.com	;	jzzaoxie.com	;	jzszgr.com	;	jzszgr.com	;		"
南通长城医院有限公司,Nantong Changcheng Hospital,Jiangsu,East,200,"2004-01-06	",2004,Living,0,4,1,"www.88100000.com	;	www.88100000.com	;	www.ntccyy.com	;	byby.by0513.com/?haosou2	;	www.nantong9.com	;	www.88100000.com	;	www.ntccfk.com	;	www.ntccyy.com	;	www.fukent.com	;	www.nantongrl.com	;	www.0513ccnk.com	;	www.ntbuyunbuyu.com	;	by0513.com	;	ntccyy.cn	;	ntnkw.com	;	ntbyby.com	;	nt99999.com	;	fk0513.com	;	0513nanke.com	;		"
江苏施尔美整形美容医院有限公司,Jiangsu Shi'ermei Plastic Surgery and Beauty Hospital,Jiangsu,East,600,"2001-05-31	",2001,Living,3,8,16,"vip.jssem.com	;	www.jssem.com	;	www.jssemzx.com	;	4006900188.com	;	semzxmr.com	;	semnj.com	;	njsemyy.com	;	jssemyy.com	;	njsemzx.com	;	semzxyy.cn	;		"
成都安琪儿妇产医院有限公司,Chengdu Anqi'er Maternity Hospital,Sichuan,South-west,14000,"2007-07-06	",2007,Living,0,2,8,"www.cdangel.com	;	www.cdangel.com	;	anqierfuchanyiyuan.tmall.com	;	www.cdangle.com	;	www.81922222.com	;	www.angel05.com	;	www.angel03.com	;	www.angel02.com	;	www.cdangel.com	;		"
济南韩美整形美容医院有限公司,"Jinan Hanmei Medical Beauty Hospital Co., Ltd",Shandong,North,1100,"2015-05-15	",2015,Living,3,1,14,"	"
西藏五洲医院有限公司,Tibet Wuzhou Hospital,Tibet,South-west,1000,"2015-08-09	",2015,Living,0,3,0,"www.wuzhou120.cn	;	www.wuzhou120.cn	;	xzwz120.com	;	xzwzyy.com	;		"
常熟市仁爱医院管理有限公司,"Changshu Ren'ai Hospital Management Co., Ltd.",Jiangsu,East,50,"2003-08-11	",2003,Dead,0,0,0,"	"
昆山虹桥医院有限公司,"Kunshan Hongqiao Hospital Co., Ltd",Jiangsu,East,1000,"2005-11-02	",2005,Living,1,0,0,"www.hqhospital.com	;	www.hqhospital.com	;	www.hqhospital.com	;	kshqyy.ecaihr.com	;	www.hqhospital.com/yyjs	;	www.ksyy120.cn	;	www.hqyygw.com	;	www.hqyy120.com	;	www.ksck120.com	;	www.hq0512.cn	;	www.ksfck.com	;	www.ksyy120.com	;	www.0512pfyy.com	;	www.kshqgw.com	;	www.ksbyby.com	;	www.hqpfyy.com	;	www.ksrl7.com	;	www.hqyy120.cn	;	www.hqhospital.com	;	www.hqyy0512.com	;	www.hqyy365.com	;	www.kshqnk.cn	;	www.ksby0512.cn	;	www.nkyy0512.com	;	www.ksrl0512.com	;	www.qmjiam.com	;	kshqyy0512.com	;	hqfk0512.com	;	57392513.com	;	57399999.com	;	ksnk0512.com	;	hqw0512.com	;	ksfkyy.com	;	0512hqyy.com	;	hqyyck.com	;	ksyy0512.com	;	kshq120.com	;	kshq0512.com	;	kshqyy.com	;	kshqfk.com	;	ksby0512.com	;	ksfk0512.com	;	kshqpf.com	;	man0512.com	;	ksrlw.com	;	ksman120.com	;	ks-jkw.com	;	kshqck.com	;	kshqnk.com	;	hqnk120.com	;		"
太原糖尿病专科医院,Taiyuan Diabetes Specialist Hospital,Shanxi,North,unknown,"2005-05-20	",2005,Living,0,2,0,"www.tytnb.com	;	www.tytnb.com	;		"
青岛美康健康管理有限公司集美医院,"Qingdao Meikang Health Management Co., Ltd. Jimei Hospital",Shandong,North,unknown,"2009-06-30	",2009,Living,1,0,2,"	"
天津河西坤如玛丽妇产医院有限公司,"Tianjin Hexi Kunru Mary Maternity Hospital Co., Ltd.",Tianjin,North,1000,"2011-10-20	",2011,Living,1,4,14,"www.krmlfk.com	;	www.krmlwz.com	;	www.tjmlzx.com	;	krmlrl.com	;	krmlgw.com	;	tjkrml.com	;	krmlyyzx.com	;	fck022.com	;	tjkrmlzx.com	;	mlbyby.com	;	tjmlzx.cn	;	krmlck.com	;	58376777.cn	;	fck16.com	;	022rxb.com	;		"
长沙仁爱妇产医院有限公司,Changsha Ren'ai Maternity Hospital,Hunan,Center,200,"2002-07-09	",2002,Living,0,2,14,"www.csrenai.com	;	www.800094120.com	;	www.4812888.com	;	www.csrenai.com	;	www.cszrl.com	;	www.csrafcyy.com	;	csrenaifc.com	;	csrenaizx.com	;	csrenaifkyy.com	;	csrayyfc.com	;	csrayyzx.com	;	csrakfk.com	;	84812666.com	;	csrenaikfk.com	;	csrenaivip.com	;		"
佛山市顺德新世纪泌尿专科医院有限公司,"Foshan Shunde New Century Urology Hospital Co., Ltd.",Guangdong,South,700,"2011-03-01	",2011,Living,2,10,0,"www.xsjyy120.com	;	www.sdxsj91.com	;	www.0757fsnk.com	;	www.sdyy0757.com	;	www.0757xsj.com	;	www.sdxsjyy.com	;	www.0757sdnk.com	;	www.xsjmn120.com	;	www.xsjmn91.com	;	www.xsjnk91.com	;	www.sdmnnk120.com	;	www.xsjmn0757.com	;	www.fsmnnk.com	;	www.0757nxk.com	;	www.xsjmnyy.com	;	www.sdnk91.com	;	www.fsxsjyy.com	;	www.xsjmnnk.com	;	www.xsjnk120.com	;	www.sdxsj120.com	;	www.sdmnnk.com	;	www.sdnk.net	;	www.sdnk0757.com	;	www.sdmn0757.com	;	www.fsmnyy.com	;	www.sd91w.com	;	www.29282999.com	;	www.xsj120.com	;	www.sdxsjnk.com	;		"
贵州退休医师医院有限公司,"Guizhou Retired Physician Hospital Co., Ltd.",Guizhou,South-west,100,"2010-08-12	",2010,Living,0,0,0,"www.gztxysyy.com	;	www.txysyy.com	;	www.0851ck.com	;	www.0851ebh.com	;	www.0851gb.com	;	www.0851gk.com	;	www.txfck.com	;	www.gyjsyy.com	;	www.gztxyy.com	;	www.gztxys.com	;	www.85563366.com	;	www.85568900.com	;	www.txysyy120.com	;	www.gztuixiu.com	;	www.gztxysyy.com	;	www.txys120.com	;	www.85567899.com	;	www.gztx120.com	;	www.gytx120.com	;	www.gytxysyy.com	;	www.gytxyy.com	;	www.0851nanke.com	;	www.0851fuke.com	;	www.gyrlw.com	;	www.0851byby.com	;	www.txysyy.com	;		"
武汉现代妇产医院有限公司,"Wuhan Modern Maternity Hospital Co., Ltd",Hubei,Center,1000,"2005-12-19	",2005,Living,0,3,62,"www.whxdnz.com	;	www.027xdnz.com	;	www.baobao027.com	;	www.whxdnz.com	;	www.027wtrl.com	;	www.renliuduoshaoqian.com	;	027xdnz.com	;	hankourenliu.com	;	027yunyu.com	;	027fcyy.com	;	renliuwuhan.com	;	027xdfc.com	;	68836686.com	;	renliu580.com	;	68836888.com	;	027whxd.com	;		"
拉萨阳光妇产医院有限公司,"Lhasa Sunshine Maternity Hospital Co., Ltd.",Tibet,South-west,200,"2013-12-04	",2013,Living,0,1,1,"www.6402222.com	;	www.6402222.com	;	www.wjgxn.com	;	www.lsfk120.net	;	wjngyy.com	;	wjzfyy.com	;	wjgxy.com	;	6402222.com	;	lsyl120.com	;		"
曲靖九洲医院有限公司,"Qujing Jiuzhou Hospital Co., Ltd.",Yunnan,South-west,500,"2008-08-18	",2008,Living,0,1,0,"www.8965555.com	;	www.8965555.com	;	www.8965555.com	;	www.8965555.com	;	www.qjyy120.com	;	www.qjnkyy.cn	;	www.qjjzyy.com	;	www.qjpfk.com	;	www.8965555.cn	;	www.qjnkyy120.cn	;	www.qjfuke.cn	;	qjfukeyy.com	;	qjckyy120.com	;	jnkyy120.com	;	qjfkyy.cn	;	qjzfuke.com	;	qjyyjz.com	;		"
江阴复大耳鼻喉医院有限公司,"Jiangyin Fuda ENT Hospital Co., Ltd.",Jiangsu,East,500,"2015-10-19	",2015,Living,1,0,1,"www.jyfdyy.com	;	www.jyfdbh.com	;	www.jydfyy.com	;	www.nnwjyy.com	;	www.jyebh120.com	;	www.jyfdebh.com	;		"
南京建国医院有限公司,"Nanjing Jianguo Hospital Co., Ltd.",Jiangsu,East,200,"2005-12-01	",2005,Living,0,1,0,"www.jg91.com	;	www.91jg.com	;	www.njjianguo.com	;	www.njlxzf.cn	;	www.jg91.com	;	www.njjg120.com	;	www.jg91fck.com	;	www.jg91fuke.com	;	www.7dhs.com	;	www.jsjgfck.com	;	www.120jg.com	;	www.jg404.com	;	www.njjgfck.com	;	www.njjgfk.com	;	www.njjgyyfk.com	;	www.jgyyfck.com	;	njlxzf.net	;	nanke88.com	;	fkyy025.com	;	jsfkyy025.com	;	jgyyask.com	;	njjgfuke.com	;	njjgnkyy.com	;	njzynk.com	;	jgyy666.com	;	njjgyy120.com	;	njjianguofk.com	;	njnkyy39.com	;	025jgfk.com	;	jsfk025.com	;	jgfuke.com	;	sinaask.com	;	jgpe91.com	;	nrdyy.com	;	lingxiuzf.com	;	jgyy39.com	;	njjg39.com	;	025fukeyy.cn	;	jged91.com	;	njzhnk.com	;	njlxzf.com	;	njjg91.com	;	njjgfkyy.com	;	jsjgfk.com	;	njjgnk.cn	;	njjgyy39.com	;	njjgfckyy.com	;	025njfkyy.com	;	jgfkyy.cn	;		"
黑龙江玛丽亚妇产医院有限公司,"Heilongjiang Maliya Maternity Hospital Co.,Ltd.",Heilongjiang,North-east,5000,"2006-05-10	",2006,Living,0,1,5,"www.82676666.com	;	www.82805017.com	;	www.hrbfck120.com	;	www.82807966.com	;	www.hrbfc120.com	;	www.hljmlyfcyy.com	;	www.120harbin.com	;	www.82676666.com	;	hljjhsy.com	;	hebylyy.com	;	hrbnzyy.com	;	hebwtrl.com	;	mlyrx120.com	;	hadayiyuan.com	;	hrbwtrlyy.com	;	hebfcyy.com	;	hrbrlyy.com	;	hebckyy.com	;	heblcyy.com	;		"
玉溪九洲医院有限公司,"Yuxi Jiuzhou Hospital Co., Ltd.",Yunnan,South-west,500,"2007-12-17	",2007,Living,0,2,2,"www.6106666.com	;	www.yxpfb.com/index.html	;	www.6106666.net	;	www.6106666.com	;	www.yxjzyy.com	;	www.yxjz120.com	;	www.yxpfb.com	;	www.yxjznk.com	;	www.6106666.cn	;		"
东莞市长安镇乌沙医院有限公司,"Dongguan Changsha Wusha Hospital Co., Ltd.",Guangdong,South,1260,"2016-07-07	",2016,Living,0,1,0,"www.gdwsyy.com	;	www.dgcaws120.com	;	www.dgws120.com	;	www.dgwsyy120.com	;	www.gdws120.com	;	www.wsyy120.net	;	www.wsyy120.com	;	www.cxgao.com	;	www.wsyy120.org	;	www.wsyy120.cn	;	www.cawsyy.com	;	www.dgwsyy.com	;	www.caws120.com	;	www.dgcawsyy.com	;		"
娄底阳光医院有限公司,"Loudi Sunshine Hospital Co., Ltd.",Hunan,Center,50,"2013-12-10	",2013,Living,0,6,0,"www.lddnk.com	;	www.ldnkgg.cn	;	www.ldd120.com	;	www.120dgc.com	;	www.ldygnk.com	;	www.ldgck.com	;	ldnkyy.cn	;	ldygnkyy.cn	;	ldnkgg.com	;	ldygnkyy.com	;	ldygnk.cn	;		"
天津河北长庚耳鼻喉医院有限公司,"Tianjin Hebei Changgeng Otolaryngology Hospital Co., Ltd.",Tianjin,North,100,"2009-01-20	",2009,Living,1,0,0,"www.tjcg120.com	;	www.tjyyebh.com	;	www.tjcgyy.com	;	www.tjebhcg.com	;	www.ebhtjcg.com	;	www.tjhbcg.com	;	www.tjcg120.com	;	tjcgyl.com	;		"
南昌佳美美容医院有限公司,"Nanchang Jiamei Beauty Hospital Co., Ltd.",Jiangxi,Center,500,"2008-11-12	",2008,Living,1,4,2,"www.jm0791.com	;	www.86660000.cn	;	www.jm0791.com	;	www.ncjmmr.com	;	www.nccharm.cn	;	www.ncjmyy.com	;	www.86660000.cn	;	www.ncjiamei.cn	;		"
重庆都市俪人医院有限公司,"Chongqing Metropolitan Liren Hospital Co., Ltd.",Chongqing,South-west,421,"2013-08-20	",2013,Living,0,1,2,"www.cqcbh.com	;	www.cqlrmm.com	;	www.cqcbh.com	;	www.cqdslr.com	;		"
云南仁爱医院有限公司,"Yunnan Ren'ai Hospital Co., Ltd.",Yunnan,South-west,300,"2004-07-29	",2004,Living,0,5,12,"www.ynrayy.com	;	www.ynrayy.com	;	www.65116111.com	;	www.kmwtrlyy.com	;	www.kmbyby.net	;	www.kmhuchou.com	;	www.yjl999.com	;	www.ynrenai.net	;	www.renaink.com	;	www.renaikqk.com	;	www.ynrayy.com	;	www.ynrenai.com	;	www.kmbybyyy.com	;	www.kmfck.com	;	www.ynrayy.net	;	www.rasrys.com	;	120china.cn	;	kmsscc.com	;	ynwtrlyy.com	;	kmkfk.com	;	kmrayy.com	;	ynnzzkyy.com	;	rakdt88.com	;	4000871616.com	;	kmnxkyy.com	;	kmyqjc.com	;	ynrayy.cn	;	ynfkyy.com	;	kmfckyy.com	;	kmycyy.com	;		"
上海英港泌尿外科医院有限公司,"Shanghai Yingang Urology Hospital Co., Ltd.",Shanghai,East,600,"2005-10-25	",2005,Dead,0,8,4,"	"
福州现代妇产医院有限公司,"Fuzhou Modern Maternity Hospital Co., Ltd",Fujian,South,2500,"2010-01-04	",2010,Living,0,2,4,"www.fzfcyy.com	;	www.fzfcyy.com	;	www.fzfcyy.com	;	www.fzfcyy.com	;	www.591rl.com	;	www.fzfcyy.cn	;	www.0591rl.com	;	fjbuyun.com	;	fzxdfc.com	;	fzfcyy.com.cn	;	xdfc-hospital.com	;	fjyunyu.com	;	0591ck.com	;	fznz.cn	;		"
贵阳和谐阳光医院,Guiyang Harmonious Sunshine Hospital,Guizhou,South-west,50,"2008-01-14	",2008,Living,0,0,1,"www.hxygyy.cn	;	www.84822111.com	;	www.xfygyy.com	;	www.zjdyam.com	;	gyhxygyy.cn	;	hxyg120.com	;	gyhxyg.cn	;		"
青岛妇婴医院有限公司,"Qingdao Maternal and Child Hospital Co., Ltd.",Shandong,North,500,"2009-09-15	",2009,Living,2,4,7,"qdfyyy.com	;	www2.qdfyyy120.com/index.html?Bdjj	;	www3.qdfyyy.com	;	www.86067599.com	;	www.fyyy120.com	;	www.pd0532.com	;	www.fybyby.net	;	www.58870036.com	;	www.qdfyzx.com	;	www.qdbyby.net	;	0532laixi.com	;	qdfyyy.com	;	qdfymr.com	;	vipfck.com	;	qdfy120.com	;	qdfyyy120.com	;	fckweixin.com	;	qdmarie.net	;	qdfcyy120.com	;	fyyyrl.com	;	fcklove.com	;	66021911.com	;	qdfyby.com	;	0532laoshan.com	;	fuke0532.com	;		"
重庆涪陵和美妇产医院有限公司,"Chongqing Fuling Hemei Maternity Hospital Co., Ltd.",Chongqing,South-west,1000,"2009-06-26	",2009,Living,0,2,1,"www.72780555.com	;	www.72780555.com	;		"
